"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"American Literary Cultures","243
001","","82","3.352","15.9","45.1","31.7","4.9","1.2",".",".","1.2",".",".",".",".",".",".",".","."
"","245
001","","16","3.344","43.8","25.0","18.8","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","245
002","","14","3.286","21.4","42.9","14.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","003
245","","18","3.528","38.9","33.3","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","004
245","","17","3.559","52.9","17.6","23.5",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Seminar in the Major","Course Total","","65","3.438","40.0","29.2","20.0","6.2","3.1",".","1.5",".",".",".",".",".",".",".",".","."
"","307
001","","13","3.577","38.5","38.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","","15","3.800","66.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
307","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","","15","3.733","46.7","53.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","","58","3.750","56.9","36.2","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
314","","26","3.538","42.3","34.6","15.4","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"","314
002","","25","3.780","80.0","12.0","4.0",".",".","4.0",".",".",".",".",".",".",".",".",".","."
"Structure of English","Course Total","","51","3.657","60.8","23.5","9.8","2.0","2.0","2.0",".",".",".",".",".",".",".",".",".","."
"English Phonology","001
315","","32","3.422","31.3","34.4","28.1",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"English Lang Variation in U.S.","316
001","","25","3.674","48.0","28.0","16.0",".",".",".",".",".",".",".",".",".","8.0",".",".","."
"Second Language Acquisition","318
001","","38","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"17th-Century Literature","331
001","","25","3.180","16.0","36.0","24.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"British Lit since 1900","353
001","","29","3.250","20.7","27.6","34.5","6.9","6.9",".",".",".",".",".",".",".","3.4",".",".","."
"Contemporary Poetry","373
001","","26","3.327","53.8","23.1",".","3.8","11.5","3.8","3.8",".",".",".",".",".",".",".",".","."
"","403
001","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
403","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","Course Total","","27","3.963","92.6","7.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Nonfiction","407
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
002","","15","3.333","40.0","33.3","13.3","6.7",".",".","6.7",".",".",".",".",".",".",".",".","."
"","408
003","","15","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
004","","16","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
408","","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Fiction","Course Total","","74","3.750","70.3","18.9","8.1","1.4",".",".","1.4",".",".",".",".",".",".",".",".","."
"Creative Writing: Poetry","001
409","","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Playwriting","410
001","","12","3.625","83.3","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"Introduction to TESOL Methods","415
001","","20","3.775","70.0","25.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Medieval Romance","425
001","","35","3.735","60.0","22.9","14.3",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"Early Works of Shakespeare","431
001","","31","3.278","41.9","16.1","12.9","6.5","3.2",".","6.5","6.5",".",".",".",".","6.5",".",".","."
"Topic in Early American Lit","439
001","","16","3.594","43.8","37.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in Brit Lit since 1900","453
001","","21","3.225","23.8","33.3","19.0","9.5","4.8","4.8",".","4.8",".",".",".",".",".",".",".","."
"Figure in American Lit","455
001","","33","3.470","27.3","42.4","27.3","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in 19th-Century Amer Lit","456
001","","11","3.591","27.3","63.6","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","457
001","","29","3.185","41.4","6.9","13.8","13.8","13.8","3.4",".",".",".",".",".",".","6.9",".",".","."
"","457
002","","33","3.697","63.6","24.2","6.1",".","6.1",".",".",".",".",".",".",".",".",".",".","."
"Topic in American Lit","Course Total","","62","3.467","53.2","16.1","9.7","6.5","9.7","1.6",".",".",".",".",".",".","3.2",".",".","."
