"","999
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
085","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Study & Research","Course Total","8","4.000","75.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"COMP SCI
266","Dept. Total","3853","3.163","33.6","15.8","17.6","8.0","9.0","3.2","2.1","6.1","0.1","3.0","0.1","0.3","0.6","0.2","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","166","3.133","44.0","12.0","20.5","5.4","10.8","5.4","1.8",".",".",".",".",".",".",".",".","."
"Sophomore","","529","2.854","25.1","14.6","20.8","11.3","15.3","6.8","2.8",".",".","2.5","0.4",".",".","0.4",".","."
"Junior","","880","3.034","26.8","16.7","24.0","10.2","11.5","3.5","2.7","0.1","0.1","3.8","0.1",".","0.3","0.1",".","."
"Senior","","1131","3.041","29.4","16.1","19.5","11.1","11.7","4.2","2.6","0.2","0.2","4.0","0.1","0.2","0.4","0.2","0.1","."
"Undergraduates","","2706","3.008","28.6","15.7","21.3","10.5","12.3","4.6","2.6","0.1","0.1","3.4","0.1","0.1","0.3","0.2","0.0","."
"Special","","178","3.255","38.2","16.3","19.7","6.2","4.5",".","5.1","2.2","1.1","4.5",".",".","1.7","0.6",".","."
"Graduate","","970","3.723","46.7","15.7","6.9","1.2","0.8","0.1","0.2","23.5",".","1.5",".","0.9","1.1","0.1","1.1","."
"","Dept. Total","3854","3.163","33.6","15.7","17.6","8.0","9.0","3.2","2.1","6.1","0.1","3.0","0.1","0.3","0.6","0.2","0.3","."
