"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Naval Science","101
001","20","3.550","45.0","20.0","35.0",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Intro Naval Lab I","175
001","23","3.891","82.6","13.0","4.3",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Naval Leadership&Management","201
001","22","3.273","22.7","27.3","31.8","18.2","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Elementary Naval Lab I","275
001","14","3.964","92.9","7.1",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Intermed Naval Lab I","375
001","12","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Naval Operations","401
001","12","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Advanced Naval Laboratory I","475
001","11","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Professional Naval Lab I","575
001","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"NAV SCI
672","Dept. Total","118","3.665","72.0","11.9","12.7","3.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","34","3.706","67.6","14.7","17.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","33","3.414","57.6","15.2","15.2","12.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","23","3.542","60.9","21.7","17.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","33","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","123","3.660","72.4","12.2","12.2","3.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","2","4.000","50.0","50.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","125","3.665","72.0","12.8","12.0","3.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
