"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","226
023","18","3.389","16.7","50.0","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","226
024","18","3.278","16.7","38.9","33.3","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
025","19","3.639","47.4","31.6","10.5","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","226
026","17","3.441","17.6","58.8","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","429","3.440","36.1","28.9","25.9","5.8","1.9",".","0.7","0.7",".",".",".",".",".",".",".","."
"","311
001","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","18","3.500","50.0","11.1","33.3",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","311
004","20","3.500","35.0","30.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
006","18","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","20","3.700","80.0","10.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","008
311","21","3.786","61.9","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
010","20","3.900","85.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
311","17","3.471","35.3","23.5","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
012","20","3.425","25.0","45.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","311
013","20","3.550","30.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
014","19","3.632","47.4","31.6","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","239","3.669","55.2","27.6","15.5","0.8","0.4",".","0.4",".",".",".",".",".",".",".",".","."
"","319
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
319","24","3.813","79.2","4.2","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","Course Total","29","3.793","72.4","13.8","13.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","320
001","20","3.400","40.0","20.0","25.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","320
002","24","3.396","45.8","8.3","33.3","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"","003
320","19","3.472","26.3","36.8","31.6",".",".",".",".",".",".",".",".",".",".","5.3",".","."
"","004
320","22","3.545","40.9","36.4","13.6","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","320
005","25","3.500","48.0","16.0","28.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","110","3.463","40.9","22.7","26.4","5.5","3.6",".",".",".",".",".",".",".",".","0.9",".","."
"Structure of Modern Spanish","001
321","23","3.333","60.9","4.3","4.3","4.3","8.7","4.3","4.3","4.3",".",".",".",".",".",".","4.3","."
"","322
001","17","3.529","47.1","11.8","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
322","24","3.438","45.8","25.0","16.7","4.2","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","41","3.476","46.3","19.5","26.8","2.4","2.4","2.4",".",".",".",".",".",".",".",".",".","."
"Adv Lang Prac-Expos Writing","323
001","10","3.400","20.0","40.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","324
001","23","3.295","17.4","34.8","30.4","13.0",".",".",".",".",".",".",".",".",".",".","4.3","."
"","002
324","24","3.250","37.5","20.8","16.7","12.5","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","324
003","27","3.648","70.4","3.7","14.8","7.4","3.7",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","Course Total","74","3.411","43.2","18.9","20.3","10.8","4.1","1.4",".",".",".",".",".",".",".",".","1.4","."
"","001
325","14","3.286","42.9","7.1","28.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"","325
002","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
003","20","3.875","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
325","21","3.762","61.9","28.6","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
005","21","3.619","47.6","28.6","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","98","3.740","68.4","16.3","12.2","1.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"","326
001","19","3.368","47.4","15.8","15.8","5.3","15.8",".",".",".",".",".",".",".",".",".",".","."
"","002
326","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2015","","","","","","","","","","","","","","","","","","Page 307 of 403",""
