"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","205","3.659","60.5","22.9","5.9","3.9","2.4","0.5","",".","3.4","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.417","50.0","15.4","11.5","15.4","7.7",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","42","3.524","50.0","33.3","9.5","2.4","2.4","2.4","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","39","3.766","66.7","28.2","2.6",".","2.6",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","63","3.692","63.5","22.2","6.3","4.8","1.6",".","",".",".","",".",".","",".","",".","1.6",".",".","."
"Undergraduates","","170","3.619","58.8","25.3","7.1","4.7","2.9","0.6","",".",".","",".",".","",".","",".","0.6",".",".","."
"Special","","3","4.000","66.7",".",".",".",".",".","",".","33.3","",".",".","",".","",".",".",".",".","."
"Graduate","","32","3.922","68.8","12.5",".",".",".",".","",".","18.8","",".",".","",".","",".",".",".",".","."
"","Dept. Total","205","3.659","60.5","22.9","5.9","3.9","2.4","0.5","",".","3.4","",".",".","",".","",".","0.5",".",".","."
