"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Honors in Research","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"491","015","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","27","3.977","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"492","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"492","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"492","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"492","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects II","Course Total","","5","***","","","","","","","","","","","","","","","",""
"508
Composite Materials","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"510
Facilities Planning","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"512
Inspectn,Qual Cntrl&Relblty","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"532
Thry&Appl of Pattrn Recgntn","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"535
Comp-Aided Geometric Design","001","","19","3.375","26.3","21.1","26.3","10.5",".",".",".",".",".",".",".",".",".",".","15.8","."
"558
Intro-Computationl Geometry","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"561
Intermediate Thermodynamics","001","","22","3.523","45.5","22.7","22.7","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"567
Solar Energy Technology","001","","18","3.194","38.9","11.1","22.2","5.6","22.2",".",".",".",".",".",".",".",".",".",".","."
"569
Applied Combustion","001","","13","3.192","15.4","23.1","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"570
Experimental Mechanics","001","","18","3.806","72.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"573
Computational Fluid Dynamcs","001","","34","3.941","91.2","5.9","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","001","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"601","005","","37","3.486","35.1","29.7","32.4","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","","53","3.604","47.2","28.3","22.6","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","240","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","14","3.959","85.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","7.1","."
"702
Grad Cooperative Educ Program","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"717","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
