"","990
040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
043","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","45","",".",".",".",".",".",".",".","84.4","4.4",".",".","11.1",".",".",".","."
"COM ARTS
250","Dept. Total","3541","3.239","20.0","33.1","25.3","10.8","4.6","0.9","0.8","3.5","0.1","0.3",".","0.2","0.4","0.0","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","889","3.275","19.6","37.9","27.6","9.8","4.2","0.4","0.6",".",".",".",".",".",".",".",".","."
"Sophomore","","636","3.119","14.6","34.6","26.1","15.9","5.5","1.6","1.6",".",".",".",".",".","0.2",".",".","."
"Junior","","792","3.174","16.5","34.5","27.0","12.8","6.2","0.6","1.1",".",".","0.5",".",".","0.6","0.1",".","."
"Senior","","989","3.293","24.2","33.7","26.6","8.7","3.9","1.3","0.4","0.1",".","0.8",".","0.1","0.2",".",".","."
"Undergraduates","","3306","3.226","19.3","35.2","26.9","11.3","4.8","1.0","0.8","0.0",".","0.4",".","0.0","0.2","0.0",".","."
"Special","","37","2.993","5.4","16.2","18.9","13.5","8.1",".",".","35.1",".",".",".",".",".",".","2.7","."
"Graduate","","198","3.925","34.3","2.0","1.0","0.5",".",".",".","56.1","1.0",".",".","2.5","2.5",".",".","."
"","Dept. Total","3541","3.239","20.0","33.1","25.3","10.8","4.6","0.9","0.8","3.5","0.1","0.3",".","0.2","0.4","0.0","0.0","."
