"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","343
004","51","3.569","52.9","21.6","21.6","2.0",".",".","2.0",".",".",".",".",".",".",".",".","."
"","343
005","201","2.724","20.4","8.0","29.4","7.5","25.4","5.5","4.0",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","1054","2.751","22.8","11.2","23.8","9.6","21.2","6.4","4.8",".",".",".",".",".","0.2",".",".","0.1"
"","344
001","14","3.286","28.6","14.3","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
002","17","3.118","23.5","17.6","29.4","17.6","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
003","19","3.237","31.6","5.3","42.1","21.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
004","17","3.088","23.5","29.4","23.5","11.8","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","344
005","18","3.056","16.7","27.8","22.2","27.8",".","5.6",".",".",".",".",".",".",".",".",".","."
"","344
006","15","3.000","20.0","33.3","20.0","6.7","13.3",".","6.7",".",".",".",".",".",".",".",".","."
"","344
007","18","3.000","11.1","38.9","22.2","5.6","16.7","5.6",".",".",".",".",".",".",".",".",".","."
"","344
008","17","2.971","17.6","17.6","41.2","11.8","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","344
009","17","3.294","29.4","29.4","23.5","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"","010
344","18","3.194","22.2","16.7","38.9","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
011","16","3.188","25.0","18.8","31.3","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","012
344","18","3.250","22.2","27.8","33.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
013","17","3.088","29.4","11.8","35.3","5.9","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","344
014","18","3.139","11.1","27.8","38.9","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","015
344","18","3.222","33.3","16.7","27.8","16.7",".","5.6",".",".",".",".",".",".",".",".",".","."
"","017
344","16","2.938","12.5","18.8","43.8","6.3","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"","018
344","15","3.400","33.3","26.7","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","019
344","16","3.125","18.8","25.0","37.5","12.5",".","6.3",".",".",".",".",".",".",".",".",".","."
"","344
020","17","3.235","29.4","11.8","41.2","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","021
344","15","3.267","13.3","33.3","46.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
022","17","3.235","17.6","35.3","23.5","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
023","16","3.188","37.5","6.3","18.8","31.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
024","16","3.063","18.8","18.8","31.3","18.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
025","14","3.107","28.6","21.4","21.4","14.3","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","344
026","16","3.094","12.5","31.3","31.3","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","027
344","12","3.042","25.0","16.7","33.3","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","427","3.148","22.7","22.2","31.9","14.8","5.9","1.9","0.7",".",".",".",".",".",".",".",".","."
"","345
001","259","2.768","22.0","6.6","30.9","8.1","23.9","5.0","3.5",".",".",".",".",".",".",".",".","."
"","345
002","206","3.102","31.1","24.8","18.4","13.1","5.3","0.5","6.8",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","465","2.916","26.0","14.6","25.4","10.3","15.7","3.0","4.9",".",".",".",".",".",".",".",".","."
"","346
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
002","11","3.500","45.5","18.2","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","14","3.460","42.9","21.4","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","001
547","43","3.198","34.9","18.6","23.3","7.0","14.0",".","2.3",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","33","2.712","30.3","6.1","24.2","15.2","6.1","6.1","12.1",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","61","2.910","23.0","13.1","31.1","14.8","8.2","6.6","3.3",".",".",".",".",".",".",".",".","."
"","001
563","18","3.000","38.9","16.7",".","16.7","16.7","11.1",".",".",".",".",".",".",".",".",".","."
"","563
003","16","3.188","12.5","37.5","31.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","563
004","13","2.923","7.7","15.4","46.2","15.4","15.4",".",".",".",".",".",".",".",".",".",".","."
"","563
006","18","3.194","27.8","27.8","27.8","11.1",".",".","5.6",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","65","3.085","23.1","24.6","24.6","13.8","9.2","3.1","1.5",".",".",".",".",".",".",".",".","."
"","564
001","6","3.417","33.3","33.3","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","Page 172 of 403",""
