"","990
065","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
066","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
069","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","52","",".",".",".",".",".",".",".","86.5",".",".",".","13.5",".",".",".","."
"PSYCH
820","Dept. Total","4487","3.070","33.1","15.6","17.9","12.6","13.2","3.7","1.3","1.4","0.0",".",".","0.7","0.4","0.0","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","959","2.704","14.5","17.2","14.1","22.7","21.9","7.4","1.7",".",".",".",".",".","0.5",".",".","."
"Sophomore","","907","2.868","22.5","15.4","20.6","16.1","17.1","5.4","2.3",".","0.1",".",".",".","0.3",".",".","0.1"
"Junior","","1054","3.094","31.5","16.5","23.1","11.1","13.2","3.0","1.2","0.1","0.1",".",".",".","0.1","0.1",".","."
"Senior","","1224","3.417","48.5","16.8","18.0","6.2","6.7","1.0","0.3","0.2",".",".",".","1.9","0.4",".",".","."
"Undergraduates","","4144","3.049","30.6","16.5","18.9","13.4","14.1","4.0","1.3","0.1","0.0",".",".","0.6","0.3","0.0",".","0.0"
"Special","","59","2.886","28.8","8.5","15.3","10.2","8.5","5.1","5.1","10.2",".",".",".",".","1.7",".","6.8","."
"Graduate","","281","3.802","69.0","2.5","2.5","1.4","0.4",".","0.7","18.5",".","1.4",".","2.5","1.1",".",".","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","6","3.727","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","7","3.679","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","4491","3.070","33.1","15.5","17.9","12.6","13.2","3.7","1.3","1.4","0.0","0.1",".","0.7","0.4","0.0","0.1","0.0"
