"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10903","3.311","33.7","24.4","24.6","7.0","6.5","1.2","0.4","0.4","0.0","0.2",".","0.1","1.3","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","63","3.620","55.6","22.2","19.0",".","1.6","1.6",".",".",".",".",".",".",".",".",".","."
"Sophomore","","987","3.125","30.0","16.5","28.3","9.4","11.2","3.3","0.5","0.1",".","0.1",".",".","0.4","0.1",".","."
"Junior","","2823","3.161","29.6","19.8","27.0","9.3","9.9","2.2","0.6","0.1",".","0.4",".",".","1.0",".","0.0","."
"Senior","","4082","3.261","28.1","24.0","28.3","8.2","7.1","0.8","0.4","0.3","0.0","0.2",".",".","2.4","0.0","0.0","."
"Undergraduates","","7955","3.211","29.1","21.6","27.8","8.7","8.5","1.6","0.5","0.2","0.0","0.2",".",".","1.6","0.0","0.0","."
"Special","","344","3.271","34.9","21.5","20.9","9.6","7.0","0.9","1.5","1.7",".",".",".",".","1.5",".","0.6","."
"Graduate","","2581","3.634","47.5","33.1","15.3","1.7","0.4",".",".","0.9",".","0.1",".","0.4","0.3",".","0.1","."
"Prof Yr 2","","8","3.762","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","15","3.544","26.7","53.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","23","3.614","34.8","52.2","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","10903","3.311","33.7","24.4","24.6","7.0","6.5","1.2","0.4","0.4","0.0","0.2",".","0.1","1.3","0.0","0.1","."
