"Seminar: Geophysics","991
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","999
015","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
031","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Adv Independent Reading","Course Total","4","***","","","","","","","","","","","","","","","","",""
"GEOLOGY
420","Dept. Total","1595","2.957","24.1","15.5","23.1","10.7","13.2","4.1","1.3","4.3","0.1","0.1","",".","2.1","0.2","0.5","0.6","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","148","2.812","20.3","17.6","23.6","14.2","16.2","4.7","2.0",".",".",".","",".",".",".","1.4",".","."
"Sophomore","","327","2.923","21.4","17.7","28.1","10.4","14.7","4.3","2.8",".",".",".","",".",".",".","0.3",".","0.3"
"Junior","","378","2.882","22.8","16.4","22.2","13.0","18.5","5.3","0.8","0.3","0.3",".","",".",".",".","0.5",".","."
"Senior","","531","2.918","23.4","14.3","26.6","12.1","13.0","4.7","0.9","2.4","0.2","0.2","",".","1.1",".","0.4","0.8","."
"Undergraduates","","1384","2.898","22.4","16.0","25.4","12.1","15.2","4.8","1.4","1.0","0.1","0.1","",".","0.4",".","0.5","0.3","0.1"
"Special","","24","2.750","4.2","12.5","4.2",".",".",".","4.2","58.3",".",".","",".",".",".","4.2","12.5","."
"Graduate","","187","3.676","39.6","11.8","8.6","1.1",".",".",".","21.9",".",".","",".","14.4","1.6",".","1.1","."
"","Dept. Total","1595","2.957","24.1","15.5","23.1","10.7","13.2","4.1","1.3","4.3","0.1","0.1","",".","2.1","0.2","0.5","0.6","0.1"
