"BIOLOGY CORE CURRICULUM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","",""
"Evolution,Ecology,&Genetics","301
001","113","3.504","54.0",".","42.5",".","3.5",".",".",".",".",".",".",".",".",".",".","."
"","302
001","24","3.583","54.2","8.3","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","21","3.357","28.6","23.8","42.9",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","003
302","22","3.250","18.2","13.6","68.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302
004","15","3.267","20.0","13.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302
005","23","3.413","34.8","13.0","52.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evol,Ecol,&Genetics Lab","Course Total","105","3.386","32.4","14.3","52.4",".","1.0",".",".",".",".",".",".",".",".",".",".","."
"Organismal Biology","323
001","101","3.069","22.8","16.8","40.6","6.9","7.9","2.0","3.0",".",".",".",".",".",".",".",".","."
"","324
001","16","3.625","43.8","37.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","324
003","12","3.667","41.7","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organismal Biology Lab","Course Total","28","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
001","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"BIOCORE
206","Dept. Total","373","3.359","41.8","11.8","39.7","1.9","3.5","0.5","0.8",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","",""
"Sophomore","","86","3.296","29.1","7.0","59.3",".","4.7",".",".",".",".",".",".",".",".",".",".","."
"Junior","","178","3.395","43.3","11.8","37.6","3.4","2.8","0.6","0.6",".",".",".",".",".",".",".",".","."
"Senior","","106","3.338","49.1","16.0","27.4","0.9","3.8","0.9","1.9",".",".",".",".",".",".",".",".","."
"Undergraduates","","370","3.356","41.6","11.9","39.7","1.9","3.5","0.5","0.8",".",".",".",".",".",".",".",".","."
"Special","","3","3.625","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","373","3.359","41.8","11.8","39.7","1.9","3.5","0.5","0.8",".",".",".",".",".",".",".",".","."
