"","699
007","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
008","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
009","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"LEGAL ST
535","Dept. Total","428","3.145","22.4","25.7","27.3","11.4","8.9","1.2","1.2","0.2","",".",".","",".","0.5","1.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","3.091","18.2","25.0","31.8","6.8","18.2",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","92","2.954","21.7","18.5","28.3","14.1","10.9","2.2","4.3",".","",".",".","",".",".",".",".",".","."
"Junior","","108","3.168","18.5","31.5","27.8","7.4","10.2","0.9","0.9",".","",".",".","",".",".","2.8",".",".","."
"Senior","","180","3.249","24.4","26.7","26.1","13.9","5.0","1.1",".","0.6","",".",".","",".","1.1","1.1",".",".","."
"Undergraduates","","424","3.138","21.7","25.9","27.6","11.6","9.0","1.2","1.2","0.2","",".",".","",".","0.5","1.2",".",".","."
"Special","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","428","3.145","22.4","25.7","27.3","11.4","8.9","1.2","1.2","0.2","",".",".","",".","0.5","1.2",".",".","."
