"","990
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","9","",".",".",".",".",".",".",".","77.8",".",".",".","22.2",".",".",".","."
"Independent Work","999
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"HIST SCI
456","Dept. Total","350","3.402","25.7","34.3","21.7","4.9","2.9","0.3","0.3","5.4",".","0.9",".","0.6","1.7","0.3","1.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","64","3.148","10.9","32.8","42.2","6.3","6.3","1.6",".",".",".",".",".",".",".",".",".","."
"Sophomore","","45","3.300","17.8","44.4","28.9","6.7",".",".","2.2",".",".",".",".",".",".",".",".","."
"Junior","","71","3.379","28.2","36.6","22.5","4.2","7.0",".",".",".",".",".",".",".","1.4",".",".","."
"Senior","","114","3.522","35.1","41.2","17.5","5.3","0.9",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","294","3.372","25.5","38.8","25.9","5.4","3.4","0.3","0.3",".",".",".",".",".","0.3",".",".","."
"Special","","12","2.500",".",".",".","8.3",".",".",".","83.3",".",".",".",".","8.3",".",".","."
"Graduate","","44","3.850","31.8","13.6",".",".",".",".",".","18.2",".","11.4",".","4.5","9.1","2.3","9.1","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","",".",".",".",".",".",".",".","50.0",".","50.0",".",".",".",".",".","."
"Professionals","","3","4.000","33.3",".",".",".",".",".",".","33.3",".","33.3",".",".",".",".",".","."
"","Dept. Total","353","3.402","25.5","34.0","21.5","4.8","2.8","0.3","0.3","5.4",".","1.7",".","0.6","1.7","0.3","1.1","."
