"Intro to Engineering Research","468
001","","14","3.857","78.6","14.3","7.1",".","",".",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"Research Proposal-Engr Physics","469
001","","3","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research Pract-Engr Physics I","568
001","","5","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"E P
347","Dept. Total","","22","3.926","72.7","9.1","4.5",".","",".","",".","",".","",".","",".",".","",".","",".","13.6",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","8","3.786","62.5","12.5","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","12.5",".",".","."
"Senior","","","12","3.972","75.0","8.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","16.7",".",".","."
"Undergraduates","","","20","3.920","70.0","10.0","5.0",".","",".","",".","",".","",".","",".",".","",".","",".","15.0",".",".","."
"Graduate","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","","22","3.926","72.7","9.1","4.5",".","",".","",".","",".","",".","",".",".","",".","",".","13.6",".",".","."
