"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"","231","009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","025","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","083","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","235","026","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp","239","077","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Brass","24","001","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Composition","247","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Keyboard Skills","251","001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: Bassoon","315","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-High Strings","32","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Violin","331","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Viola","333","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Cello","335","026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Composition","347","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","348","027","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","348","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Composition","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Fundamentals-Low Strings","36","001","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Advanced Harpsichord","402","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organ","403","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","045","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","061","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","062","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","24","3.950","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Flute","407","010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Oboe","409","059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet","411","005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","413","050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","415","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","417","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
