"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","22","3.571","50.0","18.2","22.7",".","4.5",".",".",".",".",".",".",".","4.5",".",".","."
"","002
101","22","2.909","27.3","4.5","31.8","13.6","18.2",".","4.5",".",".",".",".",".",".",".",".","."
"","101
003","23","2.977","13.0","26.1","30.4","13.0","8.7",".","4.3",".",".",".",".",".","4.3",".",".","."
"","004
101","22","3.114","18.2","22.7","36.4","9.1","13.6",".",".",".",".",".",".",".",".",".",".","."
"","005
101","21","3.250","42.9","14.3","14.3","4.8","14.3","4.8",".",".","4.8",".",".",".",".",".",".","."
"","006
101","24","3.023","20.8","12.5","37.5","8.3","4.2","8.3",".",".",".",".",".",".","8.3",".",".","."
"","101
007","21","3.286","23.8","19.0","52.4",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","101
008","22","3.452","36.4","27.3","22.7","4.5","4.5",".",".","4.5",".",".",".",".",".",".",".","."
"","101
009","21","2.605","19.0","9.5","28.6","4.8","14.3",".","14.3",".",".",".",".",".","9.5",".",".","."
"First Year Spanish","Course Total","198","3.134","27.8","17.2","30.8","6.6","9.6","1.5","2.5","0.5","0.5",".",".",".","3.0",".",".","."
"","102
001","22","3.318","22.7","31.8","36.4","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","102
002","22","2.932","22.7","18.2","31.8","4.5","13.6","4.5","4.5",".",".",".",".",".",".",".",".","."
"","102
003","22","3.205","22.7","31.8","31.8","9.1",".",".","4.5",".",".",".",".",".",".",".",".","."
"","102
004","24","3.239","20.8","37.5","25.0","8.3",".",".","4.2",".",".",".",".",".","4.2",".",".","."
"","102
005","20","3.079","10.0","20.0","50.0","5.0","10.0",".",".",".",".",".",".",".","5.0",".",".","."
"","102
006","24","3.208",".","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
007","23","3.182","8.7","39.1","34.8","4.3","8.7",".",".",".",".",".",".",".","4.3",".",".","."
"","102
008","22","3.350","22.7","36.4","18.2","9.1","4.5",".",".","9.1",".",".",".",".",".",".",".","."
"","009
102","24","3.521","54.2","8.3","29.2","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","010
102","24","3.457","33.3","33.3","20.8","4.2","4.2",".",".",".",".",".",".",".",".",".",".","4.2"
"","102
011","22","3.614","63.6","9.1","18.2","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","102
012","24","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","013
102","23","3.761","65.2","21.7","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","014
102","23","3.870","78.3","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
015","19","3.579","52.6","21.1","21.1",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","016
102","21","3.125","14.3","28.6","28.6","14.3","9.5",".",".",".",".",".",".",".","4.8",".",".","."
"First Year Spanish","Course Total","359","3.388","34.0","27.6","26.2","5.0","4.2","0.3","0.8","0.6",".",".",".",".","1.1",".",".","0.3"
"","001
203","23","3.348","39.1","26.1","21.7",".","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"","002
203","24","3.188","29.2","16.7","41.7","4.2","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"","003
203","24","3.396","33.3","25.0","33.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","004
203","22","3.341","40.9","22.7","27.3",".","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","203
005","24","3.458","25.0","45.8","25.0","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","203
006","24","3.521","41.7","25.0","29.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","203
007","23","3.348","13.0","47.8","34.8","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
008","22","3.523","31.8","40.9","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
009","24","3.500","45.8","16.7","25.0","4.2","4.2",".",".",".",".",".",".",".","4.2",".",".","."
"","203
010","24","3.304","12.5","41.7","37.5",".","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"","203
011","20","3.500","35.0","40.0","20.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","012
203","23","3.391","43.5","13.0","34.8","4.3",".","4.3",".",".",".",".",".",".",".",".",".","."
"","203
013","22","3.119","9.1","40.9","27.3",".","18.2",".",".",".",".",".",".",".",".","4.5",".","."
"","014
203","24","3.479","33.3","33.3","29.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","203
015","22","2.659",".","4.5","63.6","18.2","4.5","4.5","4.5",".",".",".",".",".",".",".",".","."
"","016
203","24","3.500","54.2","8.3","25.0","4.2",".","4.2",".","4.2",".",".",".",".",".",".",".","."
"","203
017","24","3.438","41.7","20.8","25.0","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
018","24","3.500","37.5","20.8","37.5",".",".",".",".",".",".",".",".",".",".",".",".","4.2"
"","203
019","24","3.646","50.0","29.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","Page 305 of 403",""
