"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","110
002","10","",".",".",".",".",".",".",".",".",".","80.0","20.0",".",".",".",".","."
"","110
003","7","",".",".",".",".",".",".",".",".",".","71.4","28.6",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","31","",".",".",".",".",".",".",".","3.2",".","80.6","16.1",".",".",".",".","."
"ESL:Intmed Engl Lang Skills","001
114","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","115
001","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","115
002","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","115
003","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","115
004","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
006","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Grammar-Academic Use","Course Total","84","",".",".",".",".",".",".",".",".",".","95.2","4.8",".",".",".",".","."
"","116
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
002","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","116
003","17","",".",".",".",".",".",".",".",".",".","82.4","17.6",".",".",".",".","."
"","004
116","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","116
005","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
006","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","007
116","15","",".",".",".",".",".",".",".",".",".","86.7","13.3",".",".",".",".","."
"","116
008","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
009","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","116
010","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
011","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","116
012","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
013","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
014","18","",".",".",".",".",".",".",".",".",".","94.4","5.6",".",".",".",".","."
"","116
015","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
016","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
017","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","276","",".",".",".",".",".",".",".",".",".","96.0","4.0",".",".",".",".","."
"","117
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
002","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
003","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
004","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
005","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
006","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
007","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
008","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
009","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
010","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
011","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
012","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
013","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
014","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
015","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
016","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
017","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
