"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","13308","3.349","37.9","19.9","19.4","6.9","4.7","1.4","0.6","4.8","0.0","0.7","0.0","2.8","0.5","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","742","3.499","37.9","34.1","19.0","5.8","1.9","0.9","0.3",".",".",".",".",".",".",".",".","0.1"
"Sophomore","","1153","3.187","39.6","19.0","20.5","9.0","7.3","2.7","1.6",".",".",".",".",".","0.2","0.2",".","."
"Junior","","2469","3.173","34.7","19.8","23.3","11.0","7.2","1.9","1.3",".",".","0.3",".",".","0.3","0.1","0.1","0.0"
"Senior","","5472","3.311","38.7","21.4","23.2","7.3","5.7","1.6","0.4","0.1",".","0.7","0.0",".","0.6","0.1","0.1","."
"Undergraduates","","9836","3.276","37.8","21.7","22.6","8.3","6.0","1.7","0.7","0.1",".","0.5","0.0",".","0.4","0.1","0.1","0.0"
"Special","","228","3.125","30.7","16.7","22.4","7.5","9.6","3.1","1.3","6.1",".","0.4",".",".","1.3",".","0.9","."
"Graduate","","3574","3.654","40.3","13.4","8.7","2.3","0.6","0.1","0.1","17.2","0.1","5.6",".","10.3","0.7","0.1","0.3","0.1"
"Prof Yr 2","","6","4.000","50.0",".",".",".",".",".",".","16.7",".",".",".","33.3",".",".",".","."
"Prof Yr 3","","3","3.000",".","33.3",".","33.3",".",".",".","33.3",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","4.000","33.3",".",".",".",".",".",".","33.3",".","33.3",".",".",".",".",".","."
"Professionals","","12","3.600","33.3","8.3",".","8.3",".",".",".","25.0",".","8.3",".","16.7",".",".",".","."
"","College Total","13650","3.349","38.3","19.4","18.9","6.7","4.6","1.3","0.6","4.7","0.0","1.8","0.0","2.7","0.5","0.1","0.1","0.0"
