"Int Topics: Jewish Philos&Arts","","","","","","","","","","","","","","","","","","","","","",""
"Biblical Archaeology","451
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Holocaust: Hist, Memory & Educ","515
001","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Israeli Politics and Society","665
001","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"JEWISH
510","Dept. Total","172","3.417","38.4","27.3","19.8","8.1","2.9","1.2","0.6","1.2","",".",".","",".","",".","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","46","3.272","23.9","32.6","28.3","8.7","4.3","2.2",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","46","3.424","30.4","34.8","23.9","10.9",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","36","3.543","50.0","25.0","13.9","5.6","5.6",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","37","3.504","56.8","18.9","8.1","8.1",".","2.7","2.7",".","",".",".","",".","",".","2.7",".",".","."
"Undergraduates","","165","3.423","38.8","28.5","19.4","8.5","2.4","1.2","0.6",".","",".",".","",".","",".","0.6",".",".","."
"Special","","6","3.250","33.3",".","16.7",".","16.7",".",".","33.3","",".",".","",".","",".",".",".",".","."
"Graduate","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","172","3.417","38.4","27.3","19.8","8.1","2.9","1.2","0.6","1.2","",".",".","",".","",".","0.6",".",".","."
