"TERM : 1132","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2012-2013","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"SURG SCI
938","Dept. Total","726","3.579","33.3","9.1","8.8","1.0","1.0","",".","",".","46.3","",".",".","",".","",".","0.1",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","5","2.714","20.0",".","40.0",".","40.0","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","4","3.250","50.0",".","25.0",".","25.0","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","9","2.962","33.3",".","33.3",".","33.3","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","4","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","36","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","77","3.708","59.7","23.4","15.6","1.3",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","340","3.387","19.1","14.1","14.4","1.8","1.2","",".","",".","49.4","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","259","4.000","33.6",".",".",".",".","",".","",".","64.9","",".",".","",".","",".","0.4",".","1.2","."
"Professionals","","677","3.556","29.4","9.7","9.0","1.0","0.6","",".","",".","49.6","",".",".","",".","",".","0.1",".","0.4","."
"","Dept. Total","726","3.579","33.3","9.1","8.8","1.0","1.0","",".","",".","46.3","",".",".","",".","",".","0.1",".","0.4","."
