"Thesis","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"","999
002","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
004","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"ECON
296","Dept. Total","5002","3.033","22.5","20.6","25.1","15.9","10.6","2.9","1.1","0.6","",".","0.1","",".","0.1","0.3","0.1","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","894","2.945","16.2","22.5","24.8","18.9","13.1","3.1","1.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","1111","3.060","19.6","23.3","27.2","17.0","9.5","2.5","0.5","0.1","",".",".","",".",".","0.3",".",".","."
"Junior","","1260","2.978","20.1","19.8","25.8","17.7","11.3","3.7","1.3",".","",".","0.1","",".",".","0.2",".",".","0.1"
"Senior","","1286","2.965","20.8","17.9","26.7","15.5","12.8","3.3","1.6","0.3","",".","0.3","",".","0.1","0.5","0.2",".","."
"Undergraduates","","4551","2.986","19.4","20.6","26.2","17.1","11.6","3.2","1.2","0.1","",".","0.1","",".","0.0","0.3","0.1",".","0.0"
"Special","","57","3.395","40.4","17.5","8.8","12.3","1.8",".","1.8","12.3","",".",".","",".",".",".","1.8","3.5","."
"Graduate","","394","3.683","55.3","20.6","14.7","2.5","0.5",".",".","4.8","",".",".","",".","0.5","1.0",".",".","."
"","Dept. Total","5002","3.033","22.5","20.6","25.1","15.9","10.6","2.9","1.1","0.6","",".","0.1","",".","0.1","0.3","0.1","0.0","0.0"
