"Special Topics in E P D","Course Total","47","3.889","80.9","14.9","2.1","2.1",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","699
003","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
063","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"E P D
348","Dept. Total","891","3.566","44.9","29.3","18.0","3.4","1.0","0.3","0.2","0.2","",".","1.2","",".","",".","1.1",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","207","3.326","22.2","37.7","30.4","7.2","1.4","0.5","0.5",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","80","3.536","48.8","28.8","15.0","3.8","1.3","1.3",".",".","",".",".","",".","",".","1.3",".",".","."
"Junior","","137","3.481","37.2","35.0","21.2","2.9","1.5",".",".",".","",".","0.7","",".","",".","0.7",".",".","0.7"
"Senior","","246","3.503","40.7","35.0","17.9","3.3","1.2","0.4","0.4",".","",".","1.2","",".","",".",".",".",".","."
"Undergraduates","","670","3.453","35.2","35.1","22.1","4.5","1.3","0.4","0.3",".","",".","0.6","",".","",".","0.3",".",".","0.1"
"Special","","7","3.833","71.4","14.3",".",".",".",".",".","14.3","",".",".","",".","",".",".",".",".","."
"Graduate","","214","3.863","74.3","11.7","5.6",".",".",".",".","0.5","",".","3.3","",".","",".","3.7",".",".","."
"","Dept. Total","891","3.566","44.9","29.3","18.0","3.4","1.0","0.3","0.2","0.2","",".","1.2","",".","",".","1.1",".",".","0.1"
