"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1467","3.208","26.6","22.9","24.5","8.9","8.2","1.0","0.4","3.2","0.1","2.7",".","1.3","0.1","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","125","3.146","12.8","32.0","33.6","13.6","8.0",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","251","3.136","19.9","26.7","31.5","9.6","10.4","0.8","0.8",".",".",".",".",".",".",".",".","0.4"
"Junior","","373","3.016","18.0","20.9","32.4","12.6","13.4","2.1","0.3","0.3",".",".",".",".",".",".",".","."
"Senior","","482","3.304","33.6","26.6","22.4","8.3","6.6","0.6","0.6","0.8",".",".",".",".","0.2","0.2",".","."
"Undergraduates","","1231","3.162","24.0","25.4","28.4","10.4","9.6","1.1","0.5","0.4",".",".",".",".","0.1","0.1",".","0.1"
"Special","","19","3.473","47.4","15.8","10.5","10.5","5.3",".",".","5.3",".",".",".",".",".","5.3",".","."
"Graduate","","212","3.776","39.6","8.5","3.3","0.5","0.5","0.5",".","19.3","0.5","17.9",".","9.0",".",".","0.5","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","3.500",".","50.0",".",".",".",".",".",".",".","50.0",".",".",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","5","3.750","40.0","40.0",".",".",".",".",".",".",".","20.0",".",".",".",".",".","."
"","College Total","1467","3.208","26.6","22.9","24.5","8.9","8.2","1.0","0.4","3.2","0.1","2.7",".","1.3","0.1","0.1","0.1","0.1"
