"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"Intermediate Composition","Course Total","195","3.484","39.0","30.3","22.1","4.6","1.5","0.5","0.5","0.5",".",".",".",".","0.5","0.5",".","."
"","203
001","17","3.824","76.5","11.8","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
203","15","3.700","73.3","6.7","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","17","3.735","47.1","52.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","18","3.528","44.4","33.3","11.1","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","203
005","16","3.219","12.5","56.3","25.0",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","006
203","13","3.692","76.9",".","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","96","3.615","54.2","28.1","11.5","3.1","2.1",".","1.0",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","215
001","119","3.479","52.1","26.1","10.9","4.2","2.5",".","4.2",".",".",".",".",".",".",".",".","."
"British&Anglo Lit 1750-Present","216
001","143","3.359","34.3","32.2","18.9","8.4","2.8","0.7","2.1","0.7",".",".",".",".",".",".",".","."
"American Literature","217
001","114","3.196","22.8","30.7","32.5","4.4","3.5",".","4.4",".",".",".",".",".","1.8",".",".","."
"Shakespearean Drama","219
001","103","2.887","18.4","20.4","22.3","15.5","14.6","5.8","1.9",".",".",".",".",".",".",".","1.0","."
"V Nabokov: Russ&Amer Writng","223
001","24","3.435","37.5","25.0","16.7","16.7",".",".",".","4.2",".",".",".",".",".",".",".","."
"","236
001","18","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","236
002","14","3.393","50.0","28.6","7.1","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"Bascom Course","Course Total","32","3.578","53.1","31.3","9.4","3.1",".",".","3.1",".",".",".",".",".",".",".",".","."
"Survey of Asian Americn Lit","270
001","20","3.725","60.0","25.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
001","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","16","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","46","3.826","67.4","30.4","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
301","15","3.800","93.3",".",".",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"","301
002","13","3.538","53.8","23.1","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","301
003","14","3.143","28.6","42.9",".","14.3","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"","301
004","15","3.667","86.7",".","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","005
301","16","3.375","56.3","12.5","18.8",".","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","73","3.507","64.4","15.1","6.8","4.1","4.1","1.4","4.1",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","001
302","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303
001","15","3.833","80.0","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
001","8","3.188","25.0","62.5",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"","003
307","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","Course Total","36","3.708","66.7","25.0","5.6",".",".",".","2.8",".",".",".",".",".",".",".",".","."
"Composition-English Tchrs","309
001","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","316
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
316","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","Course Total","25","3.940","92.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Writing in Workplaces","001
317","17","3.750","52.9","35.3","5.9",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Old English","320
001","12","3.792","83.3","8.3",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","324
001","16","3.667","50.0","25.0","18.8",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"","002
324","27","3.296","25.9","37.0","22.2","7.4","3.7","3.7",".",".",".",".",".",".",".",".",".","."
"Structure of English","Course Total","43","3.429","34.9","32.6","20.9","4.7","2.3","2.3",".",".",".",".",".",".","2.3",".",".","."
"ESL:Acad Presentatns & Disc","326
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","Page 205 of 403",""
