"","990
035","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
039","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","29","",".",".",".",".",".",".",".","62.1",".",".",".","37.9",".",".",".","."
"AN SCI
604","Dept. Total","512","3.425","46.7","15.2","16.4","7.8","6.1","0.8","0.2","3.7",".",".",".","2.1","1.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","70","3.345","38.6","15.7","22.9","12.9","7.1","1.4",".",".",".",".",".",".","1.4",".",".","."
"Sophomore","","90","3.271","38.9","16.7","20.0","10.0","12.2","1.1","1.1",".",".",".",".",".",".",".",".","."
"Junior","","114","3.336","37.7","20.2","21.1","12.3","6.1","1.8",".",".",".",".",".",".","0.9",".",".","."
"Senior","","166","3.566","56.6","17.5","14.5","4.8","4.8",".",".","0.6",".",".",".",".","1.2",".",".","."
"Undergraduates","","440","3.398","45.2","17.7","18.6","9.1","7.0","0.9","0.2","0.2",".",".",".",".","0.9",".",".","."
"Special","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","70","3.919","54.3",".","2.9",".",".",".",".","25.7",".",".",".","15.7","1.4",".",".","."
"","Dept. Total","513","3.425","46.8","15.2","16.4","7.8","6.0","0.8","0.2","3.7",".",".",".","2.1","1.0",".",".","."
