"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"445
Hist of Equatorial Africa","001","","14","3.292","35.7","14.3","35.7",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"450
Modern India, 1860-1990","002","","22","3.054","18.2","22.7","22.7","9.1","4.5","9.1",".","13.6",".",".",".",".",".",".",".","."
"457
Hist Southeast Asia to 1800","001","","16","3.438","43.8","12.5","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"460
Amer Environmental History","001","","107","3.367","28.0","30.8","18.7","10.3","2.8","0.9",".","8.4",".",".",".",".",".",".",".","."
"461
The American West to1850","001","","110","3.269","16.4","31.8","40.9","4.5","0.9","1.8",".","3.6",".",".",".",".",".",".",".","."
"463
Topics in S Asian History","001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"464
Dimensions of Material Culture","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"475
Eur Soc Hist 1914-Present","001","","47","3.087","8.5","34.0","36.2","4.3","4.3","2.1","2.1","4.3",".",".",".",".","4.3",".",".","."
"500","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"500","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading Seminar in History","Course Total","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"504
Society&Health Care-Am Hist","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"512
Eur Cultural Hist 1610-1815","001","","40","3.243","25.0","20.0","32.5","5.0","10.0",".",".","7.5",".",".",".",".",".",".",".","."
"515
Holocaust: Hist, Memory & Educ","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"517
Religion-Ancient Mediterranean","001","","35","3.279","25.7","34.3","20.0","8.6","5.7","2.9",".",".",".",".",".",".","2.9",".",".","."
"550
Adv Intdis Stdy-Medvl Civ","001","","8","3.167","37.5","25.0",".",".",".",".","12.5",".",".",".",".",".","25.0",".",".","."
"560
Hist of Mass Communication","001","","23","2.717",".","8.7","52.2","21.7","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"561
Greek & Roman Med & Phcy","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"570
History of Books&Print Culture","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"600","001","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"600","003","","13","3.846","92.3",".",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"600","004","","15","3.571","46.7","13.3","33.3",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"600","005","","15","3.667","86.7",".",".",".","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"600","008","","17","3.471","35.3","23.5","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"600","009","","9","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"600","010","","16","3.767","56.3","31.3","6.3",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"600","011","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"600","013","","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"600","014","","12","3.458","41.7","33.3","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Seminar in History","Course Total","","134","3.693","61.9","20.9","11.9","0.7","2.2","0.7",".",".",".",".",".",".","1.5",".",".","."
"680
Honors Thesis Colloquium","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","066","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"681","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","","Page 224 of 403",""
