"","890
014","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","890
021","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","890
042","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Individual Research Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"LATIN
524","Dept. Total","186","3.438","43.0","26.3","13.4","8.1","3.2","1.1","1.1","1.6","",".",".","",".","1.1","1.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","3.077","29.1","18.2","21.8","16.4","5.5","3.6","3.6",".","",".",".","",".",".","1.8",".",".","."
"Sophomore","","39","3.552","43.6","35.9","10.3","7.7","2.6",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","35","3.565","40.0","37.1","14.3","5.7",".",".",".","2.9","",".",".","",".",".",".",".",".","."
"Senior","","35","3.579","51.4","28.6","8.6","2.9","5.7",".",".",".","",".",".","",".",".","2.9",".",".","."
"Undergraduates","","164","3.396","39.6","28.7","14.6","9.1","3.7","1.2","1.2","0.6","",".",".","",".",".","1.2",".",".","."
"Special","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","19","3.900","68.4","5.3","5.3",".",".",".",".","10.5","",".",".","",".","10.5",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","186","3.438","43.0","26.3","13.4","8.1","3.2","1.1","1.1","1.6","",".",".","",".","1.1","1.1",".",".","."
