"","990
008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","13","",".",".",".",".",".",".",".","84.6",".",".",".","15.4",".",".",".","."
"Independent Work","999
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"COMP LIT
260","Dept. Total","320","3.343","24.7","33.4","26.3","6.6","1.9","0.9","0.6","4.1",".",".",".","0.6","0.6",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.229","5.7","60.0","22.9","8.6",".",".","2.9",".",".",".",".",".",".",".",".","."
"Sophomore","","73","3.308","12.3","49.3","31.5","4.1","1.4","1.4",".",".",".",".",".",".",".",".",".","."
"Junior","","75","3.200","21.3","28.0","32.0","12.0","4.0","2.7",".",".",".",".",".",".",".",".",".","."
"Senior","","92","3.352","28.3","30.4","30.4","6.5","2.2",".","1.1",".",".",".",".",".","1.1",".",".","."
"Undergraduates","","275","3.283","19.3","38.5","30.2","7.6","2.2","1.1","0.7",".",".",".",".",".","0.4",".",".","."
"Special","","5","4.000","60.0",".",".",".",".",".",".","20.0",".",".",".",".",".",".","20.0","."
"Graduate","","40","3.938","57.5","2.5","2.5",".",".",".",".","30.0",".",".",".","5.0","2.5",".",".","."
"","Dept. Total","320","3.343","24.7","33.4","26.3","6.6","1.9","0.9","0.6","4.1",".",".",".","0.6","0.6",".","0.3","."
