"TERM : 1132","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2012-2013","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","",""
"TRANSPORTATION AND PUBLIC Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","",""
"Energy Economics","671
001
3","***","","","","","","","","","",".",".",".",".",".   
.   
."
"TRAN P U
243","3
Dept. Total","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","",""
"Special","2","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Graduate","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
3","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"February 14, 2013","","","","","","","","","","","","","","","","Page 66 of 403"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
