"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","236","3.616","44.1","19.1","15.7","1.7","0.4","",".","",".","8.5","",".",".","",".","5.9","4.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.753","51.4","37.1","8.6",".",".","",".","",".",".","",".",".","",".",".","2.9",".",".","."
"Sophomore","","16","3.689","62.5","18.8","18.8",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","24","3.553","45.8","25.0","20.8",".","4.2","",".","",".","4.2","",".",".","",".",".",".",".",".","."
"Senior","","67","3.461","40.3","19.4","34.3","6.0",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","142","3.556","46.5","24.6","23.9","2.8","0.7","",".","",".","0.7","",".",".","",".",".","0.7",".",".","."
"Special","","3","3.000",".",".","33.3",".",".","",".","",".","66.7","",".",".","",".",".",".",".",".","."
"Graduate","","90","3.842","42.2","10.0","2.2",".",".","",".","",".","18.9","",".",".","",".","15.6","11.1",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","236","3.616","44.1","19.1","15.7","1.7","0.4","",".","",".","8.5","",".",".","",".","5.9","4.7",".",".","."
