"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","",""
"Introduction to Judaism","211","001","85","3.404","34.1","28.2","23.5","8.2","2.4","1.2",".","2.4",".",".",".",".",".",".",".","."
"The American Jewish Experience","219","001","48","3.489","45.8","29.2","8.3","8.3","4.2","2.1",".",".",".",".",".",".","2.1",".",".","."
"Intro to Modern Jewish Hist","220","001","7","3.071",".","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biblical Lit","227","001","18","3.417","38.9","16.7","38.9",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Elem Topics in Jewish Lit","230","200","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Hebrew Literature","301","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Int Topics: Jewish Philos&Arts","432","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Biblical Archaeology","451","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Holocaust: Hist, Memory & Educ","515","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Israeli Politics and Society","665","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"JEWISH
510","","Dept. Total","172","3.417","38.4","27.3","19.8","8.1","2.9","1.2","0.6","1.2",".",".",".",".","0.6",".",".","."
