"","999
049","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
050","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
051","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","13","4.000","46.2",".",".",".",".",".",".","15.4",".",".","",".",".","7.7",".","30.8","."
"SOC WORK
896","Dept. Total","2000","3.630","53.0","29.1","10.2","3.6","1.3","0.3","0.3","0.6","0.1",".","",".","0.3","1.1",".","0.4","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","89","3.759","59.6","32.6","7.9",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","99","3.165","22.2","28.3","23.2","18.2","5.1",".","1.0",".","1.0",".","",".",".","1.0",".",".","."
"Junior","","268","3.436","42.2","29.5","16.0","7.5","3.0","0.4","1.1",".",".",".","",".",".","0.4",".",".","."
"Senior","","363","3.586","51.2","29.2","11.8","3.9","1.7","1.1","0.3","0.3",".",".","",".",".","0.6",".",".","."
"Undergraduates","","819","3.497","45.7","29.5","14.2","6.3","2.3","0.6","0.6","0.1","0.1",".","",".",".","0.5",".",".","."
"Special","","21","3.528","23.8","47.6","23.8",".",".",".",".",".",".",".","",".",".",".",".","4.8","."
"Graduate","","1153","3.764","58.7","28.4","7.2","1.7","0.6",".",".","0.8",".",".","",".","0.4","1.5",".","0.5","0.1"
"Prof Yr 2","","2","",".",".",".",".",".",".",".","50.0",".",".","",".",".","50.0",".",".","."
"Prof Yr 3","","6","3.900","66.7","16.7",".",".",".",".",".",".",".",".","",".",".",".",".","16.7","."
"Professionals","","8","3.900","50.0","12.5",".",".",".",".",".","12.5",".",".","",".",".","12.5",".","12.5","."
"","Dept. Total","2001","3.630","53.0","29.0","10.2","3.6","1.3","0.2","0.2","0.5","0.0",".","",".","0.2","1.1",".","0.4","0.0"
