"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"681","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","15","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"682","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"686
Honors Seminar in Psych","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","8","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"692","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"693","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"693","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"693","075","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Behavior Problems","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","011","","9","3.942","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","016","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","039","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","055","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"694","065","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","40","3.988","95.0","2.5",".",".",".",".",".",".",".",".",".",".","2.5",".",".","."
"695","019","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","024","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"695","040","","11","3.944","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"695","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","34","3.987","97.1",".","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","009","","10","3.797","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","014","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","017","","54","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","022","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","","Page 285 of 403",""
