"","999
122","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
159","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
195","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","43","3.977","81.4","4.7",".",".",".",".",".","2.3","",".",".","",".",".","9.3",".","2.3","."
"CURRIC
272","Dept. Total","2156","3.889","64.5","8.2","2.2","0.3","0.2","0.1","0.2","3.9","",".","16.8","",".","2.1","1.2","0.0","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.494","48.1","37.0","3.7","7.4",".",".","3.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","63","3.594","58.7","22.2","12.7","1.6","3.2",".","1.6",".","",".",".","",".",".",".",".",".","."
"Junior","","274","3.884","70.4","8.4","2.2","0.7","0.4","0.4","0.4",".","",".","16.8","",".",".",".","0.4",".","."
"Senior","","1144","3.921","64.9","6.7","1.4",".","0.2","0.1","0.1",".","",".","26.1","",".",".","0.2",".","0.1","."
"Undergraduates","","1508","3.887","65.4","8.2","2.1","0.3","0.3","0.1","0.3",".","",".","22.9","",".",".","0.1","0.1","0.1","."
"Special","","109","3.847","66.1","14.7","2.8","1.8",".",".",".",".","",".","10.1","",".",".","2.8",".","0.9","0.9"
"Graduate","","539","3.909","61.6","6.7","2.4",".",".",".",".","15.8","",".","1.1","",".","8.5","3.7",".","0.2","."
"","Dept. Total","2156","3.889","64.5","8.2","2.2","0.3","0.2","0.1","0.2","3.9","",".","16.8","",".","2.1","1.2","0.0","0.1","0.0"
