"","991
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
009","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","991
010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","14","",".",".",".",".",".",".",".","78.6",".",".",".","21.4",".",".",".","."
"GERMAN
424","Dept. Total","871","3.661","64.8","14.1","10.2","3.0","2.9","0.7","0.7","3.0",".",".",".","0.6","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","239","3.702","74.5","10.9","7.9","2.5","2.1","0.8","1.3",".",".",".",".",".",".",".",".","."
"Sophomore","","150","3.770","73.3","15.3","5.3","2.0","2.7","0.7",".","0.7",".",".",".",".",".",".",".","."
"Junior","","155","3.498","52.9","18.7","16.8","4.5","5.2","1.3","0.6",".",".",".",".",".",".",".",".","."
"Senior","","179","3.502","48.6","22.3","17.9","4.5","3.9","0.6","1.1","0.6",".",".",".",".","0.6",".",".","."
"Undergraduates","","723","3.628","63.2","16.3","11.8","3.3","3.3","0.8","0.8","0.3",".",".",".",".","0.1",".",".","."
"Special","","20","3.747","75.0","5.0","10.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"Graduate","","127","3.925","71.7","3.1","1.6","0.8","0.8",".",".","18.1",".",".",".","3.9",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","871","3.661","64.8","14.1","10.2","3.0","2.9","0.7","0.7","3.0",".",".",".","0.6","0.1",".",".","."
