"","890
057","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","890
072","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Pre-Dissertator's Research","Course Total","7","",".",".",".",".",".","",".",".","100.0",".",".",".",".","",".",".",".","."
"Research and Thesis","990
093","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"G L E
418","Dept. Total","157","3.364","36.3","21.0","26.1","5.1","2.5","",".","0.6","7.6",".",".",".","0.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","3.286","33.3","33.3",".","33.3",".","",".",".",".",".",".",".",".","",".",".",".","."
"Junior","","17","3.052","29.4","17.6","29.4","11.8","11.8","",".",".",".",".",".",".",".","",".",".",".","."
"Senior","","95","3.374","41.1","23.2","27.4","5.3","2.1","",".","1.1",".",".",".",".",".","",".",".",".","."
"Undergraduates","","115","3.325","39.1","22.6","27.0","7.0","3.5","",".","0.9",".",".",".",".",".","",".",".",".","."
"Graduate","","42","3.512","28.6","16.7","23.8",".",".","",".",".","28.6",".",".",".","2.4","",".",".",".","."
"","Dept. Total","157","3.364","36.3","21.0","26.1","5.1","2.5","",".","0.6","7.6",".",".",".","0.6","",".",".",".","."
