"EGR","","","","","","","","","","","","","","","","","","","","",""
"","CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Prob Solv Using Cmptr Tools","291","001","","57","3.088","14.0","17.5","43.9","21.1","3.5",".",".",".",".",".",".",".",".",".",".","."
"Fluid Mechanics","310","001","","52","2.480","5.8","13.5","19.2","19.2","26.9","13.5",".",".",".",".",".",".",".","1.9",".","."
"Hydroscience","311","001","","60","2.792","8.3","20.0","31.7","15.0","18.3","6.7",".",".",".",".",".",".",".",".",".","."
"Hydrology","315","001","","13","2.923","15.4","15.4","15.4","46.2","7.7",".",".",".",".",".",".",".",".",".",".","."
"Environmental Engineering","320","001","","85","3.112","23.5","11.8","42.4","8.2","14.1",".",".",".",".",".",".",".",".",".",".","."
"Environmentl Engr Processes","322","001","","11","3.591","54.5","18.2","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","330","001","","43","2.988","18.6","20.9","30.2","14.0","9.3","7.0",".",".",".",".",".",".",".",".",".","."
"","330","002","","28","3.038","10.7","14.3","39.3","28.6",".",".",".","3.6",".",".",".",".",".","3.6",".","."
"Soil Mechanics","","Course Total","","71","3.007","15.5","18.3","33.8","19.7","5.6","4.2",".","1.4",".",".",".",".",".","1.4",".","."
"Structural Analysis I","340","001","","46","2.924","15.2","30.4","17.4","6.5","26.1","4.3",".",".",".",".",".",".",".",".",".","."
"Transportation Engineering","370","001","","61","3.303","29.5","11.5","54.1",".","4.9",".",".",".",".",".",".",".",".",".",".","."
"On-Site Waste Water Treatment","372","001","","7","3.571","57.1",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Building Information Modeling","392","001","","32","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Matrls-Constructed Facilities","395","001","","44","3.429","29.5","31.8","25.0","9.1",".",".",".","4.5",".",".",".",".",".",".",".","."
"Open Channel Hydraulics","411","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Environmentl Engineerng Lab","424","001","","10","3.944","80.0","10.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".","."
"Dsgn-Wastewtr Treatmnt Plnt","426","001","","20","3.825","80.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Solid&Hazardous Wastes Engr","427","001","","33","3.848","72.7","24.2","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Structural Analysis II","440","001","","18","3.250","11.1","50.0","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"Wood Structures I","442","001","","23","3.068","13.0","17.4","47.8","4.3","13.0",".",".",".",".",".",".",".",".","4.3",".","."
"Steel Structures I","445","001","","53","2.745","15.1","9.4","35.8",".","35.8","1.9","1.9",".",".",".",".",".",".",".",".","."
"Legal Aspects-Engineering","491","001","","33","3.318","15.2","39.4","39.4","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"Mech Systems for Construction","497","001","","28","3.107","7.1","21.4","60.7","7.1","3.6",".",".",".",".",".",".",".",".",".",".","."
"Constructn Project Managmnt","498","001","","37","3.324","21.6","37.8","27.0","10.8","2.7",".",".",".",".",".",".",".",".",".",".","."
"Water Chemistry","500","001","","40","3.625","42.5","40.0","17.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Water Analysis-Intermediate","501","001","","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Coastal Engineering","514","001","","25","3.396","40.0","24.0","24.0","4.0",".",".","4.0","4.0",".",".",".",".",".",".",".","."
"Seepage and Slopes","530","001","","13","3.692","76.9","15.4",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"Precast Concrete","543","001","","8","3.313","62.5","12.5","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Urban Transport Planning","571","001","","25","3.500","32.0","44.0","20.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Traffic Control","574","001","","20","3.475","45.0","10.0","40.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Pavement Design","576","001","","14","3.429","35.7","21.4","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Capstone Design","578","001","","47","3.830","66.0","34.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Transportation Engr","579","001","","49","4.000","98.0",".",".",".",".",".",".","2.0",".",".",".",".",".",".",".","."
"","609","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","609","002","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Water Chemistry","","Course Total","","20","3.940","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Geotechnical Engr","639","001","","17","3.333","23.5","17.6","41.2","5.9",".",".",".","11.8",".",".",".",".",".",".",".","."
"Topic-Transprtatn&City Plan","679","001","","18","3.375","16.7","22.2","22.2","5.6",".",".",".","33.3",".",".",".",".",".",".",".","."
