"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2185","3.543","52.6","19.4","14.4","4.9","3.3","1.2","0.5","1.6","",".",".",".","0.4","1.6",".","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","77","3.371","48.1","16.9","19.5","9.1","5.2","1.3",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","324","3.539","54.3","18.8","17.6","3.4","2.8","1.9","0.3",".","",".",".",".",".","0.6",".","0.3","."
"Junior","","657","3.509","49.6","22.4","15.4","5.6","3.8","1.1","0.2",".","",".",".",".",".","1.8",".","0.2","."
"Senior","","964","3.560","53.4","19.8","14.6","5.1","3.5","1.0","0.4","0.2","",".",".",".",".","1.8",".","0.1","."
"Undergraduates","","2022","3.534","52.1","20.4","15.5","5.1","3.6","1.2","0.3","0.1","",".",".",".",".","1.5",".","0.1","."
"Special","","25","3.385","52.0","20.0","4.0","4.0",".",".","8.0","12.0","",".",".",".",".",".",".",".","."
"Graduate","","135","3.756","60.0","5.2",".","0.7","0.7","1.5","1.5","20.7","",".",".",".","5.9","2.2",".","1.5","."
"Prof Yr 4","","3","4.000","66.7",".",".",".",".",".",".","33.3","",".",".",".",".",".",".",".","."
"Professionals","","3","4.000","66.7",".",".",".",".",".",".","33.3","",".",".",".",".",".",".",".","."
"","College Total","2185","3.543","52.6","19.4","14.4","4.9","3.3","1.2","0.5","1.6","",".",".",".","0.4","1.6",".","0.2","."
