"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"","200
001","127","3.033","14.2","28.3","22.8","20.5","7.9","2.4","0.8",".","",".","",".",".","",".","","3.1",".",".","."
"","002
200","86","3.169","19.8","30.2","19.8","9.3","7.0","2.3","1.2",".","",".","",".",".","",".","","10.5",".",".","."
"International Business","Course Total","213","3.085","16.4","29.1","21.6","16.0","7.5","2.3","0.9","",".","",".",".","",".","",".","6.1",".",".","."
"Prof Comm&Cultr in Franc World","313
001","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Intercultural Communctn in Bus","320
001","22","3.841","68.2","31.8",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Contemporary Topics","365
001","137","3.985","97.1","2.9",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Global Issues in Management","403
001","3","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Global Marketing Strategy","420
001","9","3.722","44.4","55.6",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Multinational Bus Finance","445
001","5","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"INTL BUS
235","Dept. Total","391","3.335","49.9","20.5","11.8","8.7","4.1","1.3","0.5","",".","",".",".","",".","",".","3.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","2.000",".",".",".",".","100.0",".",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","38","3.064","10.5","26.3","31.6","18.4","5.3",".",".","",".","",".",".","",".","",".","7.9",".",".","."
"Junior","","196","3.214","54.6","17.9","8.7","8.7","5.1","2.0","1.0","",".","",".",".","",".","",".","2.0",".",".","."
"Senior","","139","3.503","51.1","23.7","11.5","7.2","1.4","0.7",".","",".","",".",".","",".","",".","4.3",".",".","."
"Undergraduates","","374","3.308","48.7","20.9","12.0","9.1","4.0","1.3","0.5","",".","",".",".","",".","",".","3.5",".",".","."
"Special","","16","3.750","75.0","12.5","6.3",".","6.3",".",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","391","3.335","49.9","20.5","11.8","8.7","4.1","1.3","0.5","",".","",".",".","",".","",".","3.3",".",".","."
