"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","126","2.944","16.7","19.0","25.4","22.2","13.5","2.4","0.8",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","201
001","18","2.917","27.8","5.6","16.7","33.3","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"","202
001","297","2.695","17.8","17.2","10.1","23.6","19.9","9.1","2.4",".",".",".",".",".",".",".",".","."
"","002
202","148","2.476","14.2","10.8","16.2","11.5","31.8","12.2","3.4",".",".",".",".",".",".",".",".","."
"","003
202","335","2.757","15.5","20.9","14.3","23.6","16.1","6.3","3.3",".",".",".",".",".",".",".",".","."
"","202
004","341","2.700","17.0","15.5","13.2","21.4","22.3","6.7","2.6",".",".",".",".",".","1.2",".",".","."
"","005
202","264","2.791","18.2","18.6","14.4","21.2","17.4","7.2","1.9",".","0.8",".",".",".",".",".","0.4","."
"Introduction to Psychology","Course Total","1385","2.706","16.8","17.3","13.4","21.3","20.4","7.8","2.7",".","0.1",".",".",".","0.3",".","0.1","."
"","210
001","50","2.770","18.0","6.0","30.0","12.0","30.0","4.0",".",".",".",".",".",".",".",".",".","."
"","002
210","60","2.508","13.3","5.0","23.3","10.0","36.7","11.7",".",".",".",".",".",".",".",".",".","."
"","210
003","60","2.750","15.0","6.7","35.0","10.0","28.3","5.0",".",".",".",".",".",".",".",".",".","."
"","210
004","57","2.886","17.5","10.5","29.8","19.3","21.1","1.8",".",".",".",".",".",".",".",".",".","."
"","005
210","60","2.742","16.7","6.7","26.7","15.0","31.7","3.3",".",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","287","2.728","16.0","7.0","28.9","13.2","29.6","5.2",".",".",".",".",".",".",".",".",".","."
"","211
001","20","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","211
003","18","3.583","44.4","38.9","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Freshman Seminar in","Course Total","38","3.592","42.1","39.5","15.8",".","2.6",".",".",".",".",".",".",".",".",".",".","."
"","225
001","44","3.114","13.6","27.3","38.6","9.1","11.4",".",".",".",".",".",".",".",".",".",".","."
"","002
225","45","3.023","15.6","31.1","22.2","8.9","13.3","2.2","2.2",".",".",".",".",".","2.2",".","2.2","."
"","003
225","44","3.068","13.6","27.3","36.4","9.1","11.4","2.3",".",".",".",".",".",".",".",".",".","."
"","225
004","46","3.033","13.0","30.4","26.1","19.6","8.7",".","2.2",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","179","3.059","14.0","29.1","30.7","11.7","11.2","1.1","1.1",".",".",".",".",".","0.6",".","0.6","."
"Honors Crse-Intro to Psych","281
001","18","3.528","50.0","22.2","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","386
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
386","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
001","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
042","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
062","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
074","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Service Learning in Psychology","Course Total","27","3.903","85.2","14.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Stats for Psychology","410
001","15","3.567","40.0","40.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","411
001","24","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
002","25","3.260","20.0","28.0","36.0","16.0",".",".",".",".",".",".",".",".",".",".",".","."
"","411
003","24","3.833","70.8","25.0","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
411","24","3.313","29.2","12.5","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","411
006","25","3.717","60.0","20.0","8.0",".","4.0",".",".","4.0",".",".",".",".","4.0",".",".","."
"","411
007","20","3.875","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
411","23","3.913","91.3","4.3",".","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","411
009","24","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
010","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
411","17","3.471","35.3","23.5","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
