"L&S","","","","","","","","","","","","","","","","","","","",""
"LANGUAGES & CULTURES OF A Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","",""
"LCA
Dept. Total
521","308","3.577","50.6","25.0","10.7","3.6","3.2","0.6","0.6","2.9","",".",".","",".","0.6","1.3","0.6",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","50","3.490","48.0","32.0","6.0","2.0","6.0","4.0",".",".","",".",".","",".",".","2.0",".",".","."
"Sophomore","56","3.594","55.4","25.0","14.3","1.8","1.8",".","1.8",".","",".",".","",".",".",".",".",".","."
"Junior","57","3.461","45.6","26.3","12.3","8.8","7.0",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","95","3.546","45.3","27.4","15.8","4.2","2.1",".","1.1","1.1","",".",".","",".",".","1.1","2.1",".","."
"Undergraduates","258","3.527","48.1","27.5","12.8","4.3","3.9","0.8","0.8","0.4","",".",".","",".",".","0.8","0.8",".","."
"Special","7","3.833","28.6","14.3",".",".",".",".",".","57.1","",".",".","",".",".",".",".",".","."
"Graduate","43","3.925","69.8","11.6",".",".",".",".",".","9.3","",".",".","",".","4.7","4.7",".",".","."
"Dept. Total","308","3.577","50.6","25.0","10.7","3.6","3.2","0.6","0.6","2.9","",".",".","",".","0.6","1.3","0.6",".","."
