"L&S","","","","","","","","","","","","","","","","","","","",""
"LATIN AMER, CARIB & IBERIAN","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","",""
"Elementary Quechua","361
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Yucatec Maya","376
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","440
002","","10","",".",".",".",".",".",".",".",".",".",".",".","90.0","10.0",".",".","."
"","440
003","","10","2.889",".","30.0","30.0","10.0","20.0",".",".",".",".",".",".",".","10.0",".",".","."
"Topics in LACIS","Course Total","","20","2.889",".","15.0","15.0","5.0","10.0",".",".",".",".",".",".","45.0","10.0",".",".","."
"Directed Study","699
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Latin American Area","982
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"LACIS
525","Dept. Total","","27","3.344","22.2","14.8","11.1","3.7","7.4",".",".",".",".",".",".","33.3","7.4",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","3.571","33.3",".","33.3",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"Junior","","","8","3.250","12.5","25.0","12.5",".","12.5",".",".",".",".",".",".","37.5",".",".",".","."
"Senior","","","11","2.846","9.1","9.1","9.1","9.1","9.1",".",".",".",".",".",".","54.5",".",".",".","."
"Undergraduates","","","22","3.167","13.6","13.6","13.6","4.5","9.1",".",".",".",".",".",".","40.9","4.5",".",".","."
"Graduate","","","5","3.875","60.0","20.0",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"","Dept. Total","","27","3.344","22.2","14.8","11.1","3.7","7.4",".",".",".",".",".",".","33.3","7.4",".",".","."
