"","998
060","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","998
062","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","998
083","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Chemical Biology","Course Total","37","",".",".",".",".",".",".",".","73.0",".",".",".","27.0",".",".",".","."
"CHEM
224","Dept. Total","7008","3.027","26.9","14.4","24.2","10.2","13.7","3.4","1.9","4.0","0.0","0.1",".","1.0","0.1","0.0","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2019","3.049","26.2","15.1","27.1","12.7","15.3","2.7","1.0",".",".",".",".",".","0.1",".",".","."
"Sophomore","","1962","3.035","28.6","14.5","25.3","9.6","15.6","4.7","1.5",".",".",".",".",".","0.1","0.1",".","0.1"
"Junior","","1355","2.869","24.6","13.5","25.7","11.7","16.4","4.2","3.6","0.1",".",".",".","0.1","0.1","0.1",".","."
"Senior","","971","3.011","29.6","17.5","22.6","10.8","11.7","3.5","3.1","0.3","0.1",".",".","0.3","0.3","0.1","0.1","."
"Undergraduates","","6307","3.007","27.1","14.9","25.5","11.2","15.1","3.8","2.0","0.1","0.0",".",".","0.1","0.1","0.0","0.0","0.0"
"Special","","59","3.280","44.1","8.5","23.7","8.5","6.8",".","3.4","1.7",".",".",".","3.4",".",".",".","."
"Graduate","","818","3.548","40.0","7.8","8.4","0.7","0.4","0.1",".","33.7",".","0.9",".","7.8","0.1",".",".","."
"Prof Yr 3","","4","4.000","50.0",".",".",".",".",".",".","25.0",".","25.0",".",".",".",".",".","."
"Professionals","","4","4.000","50.0",".",".",".",".",".",".","25.0",".","25.0",".",".",".",".",".","."
"","Dept. Total","7188","3.027","28.7","14.1","23.6","10.0","13.3","3.3","1.8","3.9","0.0","0.1",".","1.0","0.1","0.0","0.0","0.0"
