"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"ESL: Academic Writing I","Course Total","277","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","118
001","14","3.571","50.0","28.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","14","3.393","28.6","28.6","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","003
118","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
004","13","3.038","23.1","30.8","15.4","23.1",".",".","7.7",".",".",".",".",".",".",".",".","."
"","118
005","12","3.458","16.7","58.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
008","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
009","13","2.923","30.8","15.4","15.4","15.4","15.4",".","7.7",".",".",".",".",".",".",".",".","."
"","118
010","15","3.467","46.7","40.0","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","118
012","15","3.500","60.0","20.0","13.3",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","013
118","9","3.444","22.2","66.7",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","014
118","15","3.333","33.3","46.7","6.7","6.7",".",".","6.7",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","149","3.443","42.3","34.2","12.1","6.0","2.0",".","3.4",".",".",".",".",".",".",".",".","."
"","122
002","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","122
003","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","Course Total","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Myth and Literature","155
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Brit & Amer Lit pre-1914","167
001","30","3.352","23.3","23.3","36.7","6.7",".",".",".","6.7",".",".",".",".","3.3",".",".","."
"","168
001","229","3.413","38.9","28.8","19.2","8.3","3.1","0.4","1.3",".",".",".",".",".",".",".",".","."
"","168
002","260","3.239","18.5","33.5","31.2","9.6","4.6",".","0.8","0.4",".",".",".",".","1.5",".",".","."
"Intro to Modern Lit since 1900","Course Total","489","3.321","28.0","31.3","25.6","9.0","3.9","0.2","1.0","0.2",".",".",".",".","0.8",".",".","."
"","169
001","20","3.475","35.0","25.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","169
002","194","3.289","24.7","35.6","22.2","9.3","5.7","1.0","0.5","0.5",".",".",".",".",".","0.5",".","."
"","169
003","149","3.274","20.1","40.3","24.8","8.7","3.4","0.7","1.3","0.7",".",".",".",".",".",".",".","."
"Intro to Modern American Lit","Course Total","363","3.291","23.4","36.9","24.2","8.5","4.4","0.8","0.8","0.6",".",".",".",".",".","0.3",".","."
"","173
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","173
002","257","3.478","33.5","38.5","21.8","2.7","1.9","0.4","0.4",".",".",".",".",".","0.4","0.4",".","."
"Intro-Ethnic&Multicultural Lit","Course Total","274","3.511","37.6","36.1","20.4","2.6","1.8","0.4","0.4",".",".",".",".",".","0.4","0.4",".","."
"","175
001","19","3.289","36.8","15.8","42.1",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","002
175","15","3.267","33.3","40.0","13.3",".","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"Lit & the Other Disciplines","Course Total","34","3.279","35.3","26.5","29.4",".","2.9",".","5.9",".",".",".",".",".",".",".",".","."
"Freshman Honors Seminar","181
001","13","3.692","53.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","16","3.469","37.5","37.5","12.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","201
002","18","3.528","44.4","27.8","22.2",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","003
201","14","3.357","42.9","7.1","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","004
201","15","3.267","13.3","40.0","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","17","3.765","64.7","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","17","3.750","64.7","11.8","17.6",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","201
007","15","3.567","46.7","20.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
201","19","3.028","31.6","15.8","21.1","10.5","5.3","5.3","5.3","5.3",".",".",".",".",".",".",".","."
"","009
201","17","3.529","35.3","35.3","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
201","18","3.471","22.2","44.4","27.8",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"","011
201","15","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
012","14","3.429","28.6","35.7","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
