"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"289
Honors Independent Study","041","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","039","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","044","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","073","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","075","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","079","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","54","3.992","94.4","1.9",".",".",".",".",".",".",".",".",".",".","1.9",".","1.9","."
"375
Special Topics","002","","26","3.865","84.6","3.8","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"501
Introduction-Biochemistry","001","","497","3.090","26.6","16.7","27.0","11.3","15.1","2.6",".",".",".",".",".",".","0.8",".",".","."
"507
General Biochemistry I","001","","226","3.121","36.7","10.2","26.5","9.3","9.7","3.1","3.1",".",".",".",".",".","0.9",".","0.4","."
"510
Biochm Prin-Human&Anml Nutr","001","","7","2.857","14.3",".","57.1",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"601
Protein&Enzyme Struct&Funct","001","","56","3.164","10.7","46.4","32.1",".","3.6","1.8","3.6",".",".",".",".",".",".",".","1.8","."
"606
Math Mthds-Structural Biology","001","","12","3.667","91.7",".",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","25","3.320","44.0","4.0","36.0","12.0",".","4.0",".",".",".",".",".",".",".",".",".","."
"624
Mechanisms of Enzyme Action","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"630
Cellulr Signal Transductn Mech","001","","44","3.341","27.3","9.1","56.8",".",".",".",".","2.3",".",".",".",".","2.3",".","2.3","."
"651
Biochemical Methods","001","","88","3.213","35.2","14.8","25.0","11.4","10.2","1.1","1.1",".",".",".",".",".","1.1",".",".","."
"660
Methods in Biochemistry","001","","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"681","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"691","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"691","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","","","Page 13 of 403"
