"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"636
Computer Augmented Printmaking","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"644
Advanced Art Metal II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"652
Adv Paintng:New Figuration III","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"674
Topics on Afro-Amer Artists","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","7","3.227","28.6","14.3","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","31","3.833","80.6","3.2","12.9",".",".",".",".",".",".",".",".",".","3.2",".",".","."
"700
Intro to Grad Studies in Art","001","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"726
Grad Intaglio Printmaking I","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"908
Seminar-Art","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","020","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"922","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922","017","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","080","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","2","***","","","","","","","","","","","","","","","",""
"944
Adv Research-Art Metal","031","","7","3.467","57.1","14.3","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"996","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"999","002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","004","","12","3.857","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","005","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"999","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","","","Page 71 of 403"
