"","999
070","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
083","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
089","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Diss/DMA Project","Course Total","49","",".",".",".",".",".",".",".","83.7","2.0",".",".","12.2","2.0",".",".","."
"MUSIC
660","Dept. Total","3267","3.697","74.5","9.1","7.2","1.3","1.5","0.2","0.2","5.2","0.0",".",".","0.2","0.2","0.3","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","451","3.716","79.2","9.8","9.1","0.7","0.7",".","0.2",".",".",".",".",".",".",".","0.4","."
"Sophomore","","651","3.615","76.0","9.1","10.8","1.5","1.8","0.3","0.2",".",".",".",".",".",".","0.2","0.2","."
"Junior","","770","3.693","78.7","10.6","6.9","1.6","1.0","0.4","0.3",".",".",".",".",".","0.3",".","0.3","."
"Senior","","949","3.696","78.9","9.4","6.4","1.8","2.2","0.1","0.1","0.9",".",".",".",".",".",".","0.1","."
"Undergraduates","","2821","3.679","78.2","9.7","8.0","1.5","1.6","0.2","0.2","0.3",".",".",".",".","0.1","0.0","0.2","."
"Special","","145","3.875","9.7",".","0.7",".",".",".",".","80.7",".",".",".",".",".","5.5","3.4","."
"Graduate","","318","3.836","72.0","6.9","2.5","0.3","1.3",".",".","13.8","0.3",".",".","1.9","0.9",".",".","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3287","3.697","74.6","9.0","7.1","1.3","1.5","0.2","0.2","5.2","0.0",".",".","0.2","0.2","0.3","0.3","."
