"","","Grades","GPA","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","",""
"","990
092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","21","",".",".",".",".",".",".",".","14.3",".",".",".","85.7",".",".",".","."
"A A E
108","Dept. Total","380","3.231","33.2","20.3","21.6","7.9","5.8","2.1","2.1","1.1",".",".",".","4.7","0.5","0.3","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.553","63.2","10.5","15.8","5.3",".","5.3",".",".",".",".",".",".",".",".",".","."
"Sophomore","","53","2.918","26.4","15.1","35.8","7.5","1.9","5.7","7.5",".",".",".",".",".",".",".",".","."
"Junior","","82","2.978","24.4","18.3","25.6","12.2","15.9",".","3.7",".",".",".",".",".",".",".",".","."
"Senior","","122","3.259","32.8","23.0","22.1","11.5","6.6","2.5",".",".",".",".",".",".","0.8",".","0.8","."
"Undergraduates","","276","3.129","31.2","19.2","25.4","10.5","8.0","2.5","2.5",".",".",".",".",".","0.4",".","0.4","."
"Special","","11","3.194","18.2","27.3","36.4",".",".","9.1",".",".",".",".",".",".",".","9.1",".","."
"Graduate","","93","3.652","40.9","22.6","8.6","1.1",".",".","1.1","4.3",".",".",".","19.4","1.1",".","1.1","."
"","Dept. Total","380","3.231","33.2","20.3","21.6","7.9","5.8","2.1","2.1","1.1",".",".",".","4.7","0.5","0.3","0.5","."
