"","999
063","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
082","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
085","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","10","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"PHM SCI
718","Dept. Total","1466","3.495","48.4","20.2","16.0","6.6","2.9","0.2","0.1","1.9","",".","3.0","",".","0.5","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","100","3.451","52.0","21.0","12.0","7.0","6.0",".","2.0",".","",".",".","",".",".",".",".",".","."
"Senior","","137","3.468","46.7","19.7","21.9","8.8","2.2","0.7",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","238","3.463","49.2","20.2","17.6","8.0","3.8","0.4","0.8",".","",".",".","",".",".",".",".",".","."
"Special","","11","3.793","72.7","9.1","18.2",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","152","3.793","40.1","3.3","1.3","1.3","0.7",".",".","18.4","",".","28.9","",".","5.3","0.7",".",".","."
"Prof Yr 1","","285","3.415","35.1","32.6","17.5","10.5","3.9","0.4",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","394","3.432","46.7","19.5","22.1","6.9","4.6","0.3",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","386","3.680","62.2","18.7","13.2","4.9","1.0",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1065","3.487","49.2","22.7","17.7","7.1","3.1","0.2",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1466","3.495","48.4","20.2","16.0","6.6","2.9","0.2","0.1","1.9","",".","3.0","",".","0.5","0.1",".",".","."
