"","966
044","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","966
045","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pediatric Sports Med-CSC","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Research","990
070","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PEDIAT
708","Dept. Total","","88","3.743","78.4","12.5","4.5","4.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","13","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","13","3.969","92.3","7.7",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","27","3.985","96.3","3.7",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","18","3.240","16.7","38.9","22.2","22.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","41","3.963","92.7","7.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","59","3.678","69.5","16.9","6.8","6.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","88","3.743","78.4","12.5","4.5","4.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
