"","999
032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
069","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","3","***","","","","","","","","","","","","","","","",""
"ENGLISH
350","Dept. Total","5184","3.509","37.3","23.6","13.1","3.8","2.1","0.3","0.8","0.7","0.1","15.2","0.4","2.0","0.4","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1507","3.664","39.2","18.6","8.5","1.9","0.9","0.1","0.1",".",".","29.9","0.9",".",".",".",".","."
"Sophomore","","1040","3.388","31.0","30.6","17.6","5.0","3.1","0.6","1.4",".",".","10.4","0.1",".","0.3",".",".","."
"Junior","","919","3.419","35.1","30.5","19.0","6.6","3.4","0.2","1.0","0.1",".","3.4",".",".","0.7",".",".","."
"Senior","","1096","3.470","44.0","28.1","15.8","4.7","2.6","0.7","1.6","0.4",".","0.5","0.1","0.8","0.5","0.4",".","."
"Undergraduates","","4562","3.488","37.6","26.0","14.4","4.2","2.3","0.4","0.9","0.1",".","13.0","0.4","0.2","0.3","0.1",".","."
"Special","","115","3.412","21.7","8.7","13.9","3.5","0.9",".","0.9","8.7",".","33.9","4.3",".","0.9",".","2.6","."
"Graduate","","495","3.913","38.4","5.7","0.6",".","0.2",".",".","4.6","1.0","28.9",".","19.6","1.0",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professionals","","12","4.000","8.3",".",".",".",".",".",".",".",".","91.7",".",".",".",".",".","."
"","Dept. Total","5184","3.509","37.3","23.6","13.1","3.8","2.1","0.3","0.8","0.7","0.1","15.2","0.4","2.0","0.4","0.1","0.1","."
