"","990
146","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
153","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Management","Course Total","7","",".",".",".",".",".",".",".","71.4",".",".",".","28.6",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","999
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"M H R
236","Dept. Total","1669","3.376","39.5","24.2","22.8","3.5","6.2","1.3","1.1","0.4","0.1",".",".","0.1","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.573","41.5","31.7","26.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","133","3.060","27.8","13.5","38.3","3.0","10.5","3.8","3.0",".",".",".",".",".",".",".",".","."
"Junior","","374","3.121","27.8","17.4","32.4","6.1","11.8","2.4","1.6",".",".",".",".",".","0.5",".",".","."
"Senior","","505","3.323","36.6","21.2","25.5","5.7","7.7","1.2","0.8","0.2","0.2",".",".",".","0.8",".",".","."
"Undergraduates","","1053","3.227","32.6","19.3","29.6","5.3","9.2","1.9","1.3","0.1","0.1",".",".",".","0.6",".",".","."
"Special","","62","3.133","27.4","35.5","16.1","3.2","4.8","3.2","6.5","1.6",".",".",".",".","1.6",".",".","."
"Graduate","","549","3.719","54.1","32.2","10.4","0.2","0.5",".",".","0.9",".",".",".","0.4","1.3",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","3.313",".","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","5","3.577","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1669","3.376","39.5","24.2","22.8","3.5","6.2","1.3","1.1","0.4","0.1",".",".","0.1","0.8",".",".","."
