"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11099","3.754","64.7","14.3","6.0","1.9","1.5","0.5","0.4","4.2","0.0","4.2","0.0","0.9","1.1","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1116","3.562","65.9","14.0","8.3","4.7","4.1","1.4","0.5","0.4","0.1",".",".",".","0.3","0.2",".","."
"Sophomore","","1339","3.602","63.0","18.7","8.3","3.8","2.9","0.9","1.0","0.9",".",".",".",".","0.4",".",".","."
"Junior","","1897","3.684","63.0","18.9","7.7","3.0","2.2","0.5","0.5","0.8",".","2.4",".",".","0.8","0.1","0.1","0.1"
"Senior","","3646","3.791","66.8","13.4","6.3","1.2","0.9","0.4","0.4","1.9","0.0","8.2",".",".","0.5","0.0","0.1","."
"Undergraduates","","7998","3.710","65.1","15.7","7.3","2.5","2.0","0.6","0.5","1.3","0.0","4.3",".",".","0.5","0.1","0.0","0.0"
"Special","","351","3.803","51.6","12.3","5.4","1.4","0.9",".",".","19.9","0.3","3.1",".",".","2.0",".","2.8","0.3"
"Graduate","","2744","3.885","64.8","10.5","2.5","0.2","0.3","0.0","0.1","10.3","0.0","4.5","0.0","3.5","2.9","0.1","0.2","."
"Prof Yr 2","","3","3.813","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","8","3.900","50.0","12.5",".",".",".",".",".","37.5",".",".",".",".",".",".",".","."
"Prof Yr 4","","5","4.000","80.0",".",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Professionals","","16","3.914","62.5","12.5",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"","College Total","11109","3.754","64.6","14.3","6.0","1.9","1.5","0.5","0.4","4.1","0.0","4.3","0.0","0.9","1.1","0.1","0.2","0.0"
