"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","",""
"Contemporary Topics","365
001","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","","9","3.563","44.4","33.3",".",".","11.1",".",".",".",".",".",".",".","11.1",".",".","."
"Computer-Based Data Mgt","422
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"E-Bus:Technol, Strategy & Appl","671
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Topics","765
001","","22","3.955","95.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"INFO SYS
234","Dept. Total","","51","3.870","80.4","13.7","2.0",".","2.0",".",".",".",".",".",".",".","2.0",".",".","."
