"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","202
001","28","3.500","46.4","28.6","14.3","7.1",".","3.6",".",".",".",".",".",".",".",".",".","."
"","202
002","85","3.671","58.8","27.1","10.6","1.2","1.2",".","1.2",".",".",".",".",".",".",".",".","."
"Introduction to Computation","Course Total","113","3.628","55.8","27.4","11.5","2.7","0.9","0.9","0.9",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","240
001","144","2.944","11.1","10.4","51.4","18.8","4.2","2.1","1.4",".","0.7",".",".",".",".",".",".","."
"","252
002","58","3.233","32.8","20.7","24.1","15.5","3.4","1.7","1.7",".",".",".",".",".",".",".",".","."
"","252
003","51","3.275","27.5","29.4","23.5","13.7","3.9","2.0",".",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","109","3.252","30.3","24.8","23.9","14.7","3.7","1.8","0.9",".",".",".",".",".",".",".",".","."
"Directed Study in Comp Sci","298
001","48","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","302
001","230","2.957","29.1","5.7","31.3","17.0","8.7","5.7","2.6",".",".",".",".",".",".",".",".","."
"","302
002","180","3.022","29.4","8.9","31.7","15.6","8.3","2.8","3.3",".",".",".",".",".",".",".",".","."
"","302
003","22","3.341","50.0","4.5","31.8","9.1",".",".","4.5",".",".",".",".",".",".",".",".","."
"","004
302","29","2.911","17.2","6.9","37.9","24.1","6.9",".","3.4",".","3.4",".",".",".",".",".",".","."
"","302
005","19","3.368","52.6","15.8","15.8","5.3",".","10.5",".",".",".",".",".",".",".",".",".","."
"","302
006","27","2.673","14.8","3.7","29.6","29.6","7.4","7.4","3.7","3.7",".",".",".",".",".",".",".","."
"","302
007","21","2.905","28.6","19.0","23.8","9.5","4.8","4.8","9.5",".",".",".",".",".",".",".",".","."
"","008
302","27","3.130","22.2","11.1","44.4","14.8","7.4",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","555","2.998","29.2","7.7","31.5","16.4","7.6","4.1","3.1","0.2","0.2",".",".",".",".",".",".","."
"WES-CS Group Meeting","304
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prob Solvng Using Computers","310
001","98","3.143","29.6","14.3","31.6","10.2","11.2","3.1",".",".",".",".",".",".",".",".",".","."
"","352
001","32","3.109","21.9","9.4","46.9","12.5","9.4",".",".",".",".",".",".",".",".",".",".","."
"","352
002","41","3.085","31.7","9.8","24.4","17.1","14.6","2.4",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","73","3.096","27.4","9.6","34.2","15.1","12.3","1.4",".",".",".",".",".",".",".",".",".","."
"","354
001","34","3.162","35.3","23.5","8.8","14.7","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","002
354","48","2.883","25.0","10.4","20.8","12.5","22.9","6.3",".",".",".",".",".",".",".","2.1",".","."
"","354
003","22","3.190","54.5","13.6","9.1","4.5",".",".","13.6",".",".",".",".",".","4.5",".",".","."
"Machine Organizatn&Progrmng","Course Total","104","3.039","34.6","15.4","14.4","11.5","14.4","4.8","2.9",".",".",".",".",".","1.0","1.0",".","."
"","367
001","97","2.995","20.6","13.4","36.1","10.3","9.3","2.1","3.1",".",".",".",".",".","4.1",".","1.0","."
"","367
002","81","2.900","18.5","8.6","39.5","13.6","13.6","2.5","2.5","1.2",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","178","2.951","19.7","11.2","37.6","11.8","11.2","2.2","2.8","0.6",".",".",".",".","2.2",".","0.6","."
"","001
368","53","",".",".",".",".",".",".",".",".",".","86.8","13.2",".",".",".",".","."
"","002
368","44","",".",".",".",".",".",".",".",".",".","81.8","18.2",".",".",".",".","."
"","368
003","27","",".",".",".",".",".",".",".",".",".","70.4","29.6",".",".",".",".","."
"","368
004","18","",".",".",".",".",".",".",".",".",".","83.3","16.7",".",".",".",".","."
"Learn a Programming Language","Course Total","142","",".",".",".",".",".",".",".",".",".","81.7","18.3",".",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","6","3.333","16.7","66.7",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Introducing Comp Sci to K-12","402
001","14","3.857","92.9",".",".",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","39","2.711","15.4","17.9","28.2","2.6","23.1","2.6","7.7",".",".",".",".",".",".","2.6",".","."
"Introduction to Cryptography","435
001","27","3.444","40.7","29.6","14.8","7.4","7.4",".",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","11","3.400","36.4","36.4","9.1",".",".","9.1",".",".",".",".",".",".",".","9.1",".","."
"Numerical Analysis","001
514","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","16","3.250","37.5","37.5","12.5",".",".","6.3","6.3",".",".",".",".",".",".",".",".","."
"Image Processing","533
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Computational Photography","534
001","36","3.264","44.4","19.4","22.2","5.6",".",".","8.3",".",".",".",".",".",".",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","Page 189 of 403",""
