"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","370","3.864","83.8","10.8","4.1",".","0.3","",".","0.3","",".","",".",".",".","",".","0.8",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","76","3.809","81.6","11.8","5.3",".",".","",".","1.3","",".","",".",".",".","",".",".",".",".","."
"Sophomore","","123","3.827","82.1","9.8","6.5",".","0.8","",".",".","",".","",".",".",".","",".","0.8",".",".","."
"Junior","","89","3.921","88.8","10.1","1.1",".",".","",".",".","",".","",".",".",".","",".",".",".",".","."
"Senior","","78","3.878","80.8","12.8","3.8",".",".","",".",".","",".","",".",".",".","",".","2.6",".",".","."
"Undergraduates","","366","3.861","83.3","10.9","4.4",".","0.3","",".","0.3","",".","",".",".",".","",".","0.8",".",".","."
"Special","","10","3.971","90.0","10.0",".",".",".","",".",".","",".","",".",".",".","",".",".",".",".","."
"","College Total","376","3.864","83.5","10.9","4.3",".","0.3","",".","0.3","",".","",".",".",".","",".","0.8",".",".","."
