"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","105
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
003","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","105
006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","105
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Human Dev; Awareness Proc","Course Total","41","3.975","92.7","4.9",".",".",".",".",".",".",".",".",".",".",".",".","2.4","."
"","110
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
110","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","110
008","18","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
009","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev:Career Strategies","Course Total","46","3.848","84.8",".","15.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
001","18","3.778","94.4",".",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","115
002","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
003","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
115","86","3.762","80.2","7.0","7.0","3.5",".","1.2","1.2",".",".",".",".",".",".",".",".","."
"","006
115","101","3.621","68.3","10.9","8.9","2.0","5.0","2.0","1.0",".",".",".",".",".","1.0","1.0",".","."
"","007
115","17","3.882","88.2",".","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
008","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","012
115","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
015","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
018","17","3.529","64.7","11.8","5.9",".","17.6",".",".",".",".",".",".",".",".",".",".","."
"","115
019","10","3.600","60.0","10.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","115
022","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
025","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
026","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
027","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
028","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
029","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
030","7","3.714","85.7",".",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","115
031","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
034","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
035","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","037
115","9","3.833","88.9",".",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","115
038","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
039","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
041","8","3.438","75.0","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"","115
042","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
051","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
052","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
053","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
054","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
