"FOOD SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"299","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","3","***","","","","","","","","","","","","","","","",""
"301
Intro to Sci & Technol of Food","001","","51","2.961","11.8","33.3","21.6","21.6","3.9","5.9","2.0",".",".",".",".",".",".",".",".","."
"324","003","","12","3.045","25.0","8.3","33.3",".","25.0",".",".",".",".",".",".",".",".","8.3",".","."
"324","004","","10","3.300","20.0","20.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Food Microbiology Laboratory","Course Total","","22","3.167","22.7","13.6","45.5",".","13.6",".",".",".",".",".",".",".",".","4.5",".","."
"325
Food Microbiology","001","","49","2.969","14.3","18.4","42.9","8.2","12.2","2.0","2.0",".",".",".",".",".",".",".",".","."
"399","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","3","***","","","","","","","","","","","","","","","",""
"410
Food Chemistry","001","","68","2.970","16.2","17.6","32.4","14.7","14.7","2.9",".","1.5",".",".",".",".",".",".",".","."
"437
Food Service Operations","001","","53","3.567","34.0","45.3","17.0","1.9",".",".",".",".",".",".",".",".","1.9",".",".","."
"438","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"438","002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"438","003","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Food Service Operations Lab","Course Total","","53","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"440
Principles of Food Engr","001","","39","3.218","48.7","5.1","20.5","2.6","17.9","5.1",".",".",".",".",".",".",".",".",".","."
"515
Commercial Meat Processing","001","","10","3.188","20.0",".","50.0","10.0",".",".",".","20.0",".",".",".",".",".",".",".","."
"532
Integrated Food Manufacturing","001","","34","2.912","5.9","8.8","61.8","8.8","14.7",".",".",".",".",".",".",".",".",".",".","."
"535
Confectionery Science&Technlgy","001","","11","3.200","18.2","27.3","27.3","9.1","9.1",".",".","9.1",".",".",".",".",".",".",".","."
"602
Senior Project","001","","25","3.660","60.0","16.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","6","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"900
Seminar Advanced","001","","31","3.833","6.5","3.2",".",".",".",".",".","90.3",".",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","032","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","37","",".",".",".",".",".",".",".","78.4",".",".",".","21.6",".",".",".","."
