"","999
064","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
066","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
068","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","44","3.963","59.1","6.8",".",".",".",".",".","9.1","",".",".","",".","2.3","2.3",".","20.5","."
"HISTORY
448","Dept. Total","3294","3.412","32.0","28.1","21.4","5.2","2.6","0.6","0.5","5.7","",".","0.6","",".","1.3","1.1","0.3","0.5","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","388","3.328","25.0","36.3","25.8","8.5","3.4","1.0",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","627","3.397","30.6","35.6","24.6","4.5","3.2","0.3","0.8",".","",".",".","",".",".","0.5",".",".","."
"Junior","","775","3.324","28.8","29.5","26.6","7.6","3.4","1.0","0.9","0.3","",".",".","",".",".","1.4","0.4",".","0.1"
"Senior","","1027","3.449","37.6","28.0","22.6","5.0","2.4","0.5","0.4","0.6","",".","0.1","",".","1.7","0.8","0.2","0.1","0.1"
"Undergraduates","","2817","3.384","31.9","31.3","24.6","6.1","3.0","0.7","0.6","0.3","",".","0.0","",".","0.6","0.8","0.2","0.0","0.1"
"Special","","157","3.635","12.1","4.5","2.5","0.6",".",".","0.6","68.2","",".",".","",".",".","2.5","3.8","5.1","."
"Graduate","","320","3.858","42.8","11.9","2.5",".",".",".",".","22.5","",".","5.9","",".","8.1","3.4",".","2.8","."
"","Dept. Total","3294","3.412","32.0","28.1","21.4","5.2","2.6","0.6","0.5","5.7","",".","0.6","",".","1.3","1.1","0.3","0.5","0.1"
