"","990
061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","33","",".",".",".",".",".",".",".","51.5",".",".",".","48.5",".",".",".","."
"Independent Work","999
046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"GEOG
416","Dept. Total","1482","3.272","33.9","21.7","19.2","10.1","7.4","1.8","0.7","2.3",".","0.1",".","1.1","0.7","0.1","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","",""
"Freshmen","","125","3.218","22.4","30.4","25.6","11.2","7.2","2.4",".",".",".",".",".",".","0.8",".",".","."
"Sophomore","","317","3.287","34.1","24.6","20.2","10.1","8.8","1.3","0.6",".",".",".",".",".","0.3",".",".","."
"Junior","","383","3.183","30.5","19.1","24.0","12.5","9.9","1.0","1.3","0.8",".",".",".",".","0.3","0.5",".","."
"Senior","","464","3.218","33.0","23.5","17.5","11.6","7.5","3.0","0.9","1.5",".",".",".","0.2","1.1",".","0.2","."
"Undergraduates","","1289","3.225","31.5","23.1","20.9","11.5","8.5","1.9","0.9","0.8",".",".",".","0.1","0.6","0.2","0.1","."
"Special","","60","3.691","50.0","20.0","8.3","1.7",".","1.7",".","6.7",".","1.7",".",".",".",".","1.7","."
"Graduate","","133","3.750","50.4","9.0","8.3","0.8",".",".",".","15.0",".",".",".","12.0","1.5",".","3.0","."
"","Dept. Total","1482","3.272","33.9","21.7","19.2","10.1","7.4","1.8","0.7","2.3",".","0.1",".","1.1","0.7","0.1","0.4","."
