"TERM : 1132","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2012-2013","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","","",""
"LAW
528","Dept. Total","3799","1.229","9.3","0.1","18.2",".","3.2","0.4","0.3","18.0","0.1","0.2","",".","",".","0.5",".","0.1","0.9"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","","",""
"Senior","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Special","","44","2.776","36.4","4.5","22.7",".",".","2.3",".","9.1",".","2.3","",".","",".","4.5",".",".","."
"Graduate","","8","3.250","12.5","12.5","37.5",".",".",".",".","25.0",".","12.5","",".","",".",".",".",".","."
"Prof Yr 1","","1113","1.138","6.9",".","25.5",".","4.6","0.4",".","0.4",".",".","",".","",".","0.2",".",".","."
"Prof Yr 2","","1203","1.149","7.2",".","15.3",".","3.2","0.5","0.5","25.1","0.1","0.6","",".","",".","0.5",".","0.2","1.8"
"Prof Yr 3","","1197","1.234","11.4",".","12.9",".","2.3","0.3","0.3","26.7","0.1",".","",".","",".","0.5",".",".","1.1"
"Prof Yr 4","","233","1.798","15.9",".","24.0",".","2.1",".",".","21.0",".",".","",".","",".","0.9",".","0.4","."
"Professionals","","3746","1.207","9.0",".","18.1",".","3.3","0.3","0.3","18.0","0.1","0.2","",".","",".","0.4",".","0.1","0.9"
"","Dept. Total","3799","1.229","9.3","0.1","18.2",".","3.2","0.4","0.3","18.0","0.1","0.2","",".","",".","0.5",".","0.1","0.9"
