"Directed Study-Afro-Am Stdy","Course Total","8","3.891","62.5","25.0",".",".",".",".",".",".","",".",".","",".","",".","12.5",".",".","."
"","790
008","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","790
022","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"AFROAMER
106","Dept. Total","746","3.460","42.9","22.0","24.8","4.4","2.4","0.8","0.5","0.9","",".",".","",".","",".","1.1",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","3.560","73.3","8.3","10.0",".","3.3","1.7","1.7","1.7","",".",".","",".","",".",".",".",".","."
"Sophomore","","149","3.320","32.2","25.5","28.9","6.7","4.0","2.7",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","151","3.382","36.4","23.2","31.1","3.3","2.6",".","2.0",".","",".",".","",".","",".","0.7",".",".","0.7"
"Senior","","356","3.509","43.0","23.3","24.7","5.1","1.7","0.3",".","0.6","",".",".","",".","",".","1.4",".",".","."
"Undergraduates","","716","3.444","41.9","22.5","25.7","4.6","2.5","0.8","0.6","0.4","",".",".","",".","",".","0.8",".",".","0.1"
"Special","","9","3.786","55.6","11.1","11.1",".",".",".",".","22.2","",".",".","",".","",".",".",".",".","."
"Graduate","","21","3.953","71.4","9.5",".",".",".",".",".","9.5","",".",".","",".","",".","9.5",".",".","."
"","Dept. Total","746","3.460","42.9","22.0","24.8","4.4","2.4","0.8","0.5","0.9","",".",".","",".","",".","1.1",".",".","0.1"
