"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
001","20","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
100","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
100","19","3.763","63.2","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
005","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","17","3.559","47.1","29.4","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","100
007","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
100","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","18","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
100","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","18","3.639","50.0","27.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","17","3.824","70.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
016","12","3.708","41.7","58.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","17","3.853","82.4","11.8",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","018
100","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","19","3.316","15.8","36.8","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
020","19","3.816","73.7","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
021","19","3.579","31.6","52.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","023
100","19","3.816","78.9","15.8",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","024
100","19","3.816","78.9","10.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
025","19","3.763","73.7","10.5","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
026","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
027","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
028","17","3.706","47.1","47.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
029","19","3.658","42.1","47.4","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
032","18","3.667","61.1","11.1","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
033","18","3.611","27.8","66.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
034","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
036","18","3.583","50.0","27.8","16.7",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
037","18","3.722","61.1","33.3",".",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
039","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
040","18","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","041
100","19","3.789","57.9","42.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
042","19","3.684","52.6","31.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
043","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
044","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
045","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
046","18","3.694","50.0","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
047","19","3.684","36.8","63.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","048
100","19","3.711","57.9","26.3","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","049
100","19","3.605","52.6","36.8","5.3",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","100
050","19","3.474","10.5","73.7","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","051
100","18","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","052
100","13","3.769","76.9","15.4",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Intro to College Composition","Course Total","803","3.773","65.4","26.0","7.3","0.5","0.6","0.1",".",".",".",".",".",".",".",".",".","."
"","110
001","14","",".",".",".",".",".",".",".","7.1",".","85.7","7.1",".",".",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","Page 202 of 403",""
